ds001_id,spotify_id,song,artist,release,duration_ms,popularity,danceability,energy,key,mode,valence,tempo,genres,tags,lang,matched_event_count,interaction_count_sum,preference_weight_sum,preference_weight_max,source_types,spotify_track_ids,interaction_types
DtLiNQhkiczSfHHi,1bQ4zbP8Fo0qAePTSOfYji,Coming Back to Life,Pink Floyd,1994,379241,52.000000,0.286000,0.499000,0,1,0.145000,176.437000,"progressive rock,psychedelic rock,classic rock,rock","progressive rock,psychedelic rock,classic rock,rock,pink floyd",en,1,10,1.000000,1.000000,top_tracks,1bQ4zbP8Fo0qAePTSOfYji,history
Dvv43ANkwiTz5fN6,32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk,Mark Ronson,2015,269667,78.000000,0.856000,0.609000,0,1,0.928000,114.988000,"funk,funk,pop","funk,dance,bruno mars,party,funk,british,pop",en,3,50,5.000000,2.500000,top_tracks,32OlwWuMpZ6b0aN2RZOeMS,history
Dwaz7UEwbLFpJLxC,1DunhgeZSEgWiIYbHqXl0c,Latch,Disclosure,2014,255867,67.000000,0.729000,0.735000,1,1,0.544000,121.986000,"uk garage,house,deep house,electronic,electronica","uk garage,house,deep house,electronic,electronica",en,2,25,2.500000,1.500000,top_tracks,51ODNNDZm21HU7wI7cccRr,history
DxDlXMhKggqoFsRt,6uE9hF8fIb6shBXrrzA12U,Poles Apart,Pink Floyd,1994,423064,49.000000,0.162000,0.411000,7,1,0.247000,61.418000,"progressive rock,psychedelic rock,classic rock,rock","progressive rock,psychedelic rock,classic rock,rock,pink floyd",en,1,10,1.000000,1.000000,top_tracks,6uE9hF8fIb6shBXrrzA12U,history
DxpgzwaYUUxulamI,2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,J. Cole,2019,213594,85.000000,0.837000,0.364000,8,1,0.463000,123.984000,"hip hop,rap","hip hop,rap,j cole,dreamville",en,3,31,3.100000,1.500000,saved_tracks|top_tracks,2JvzF1RMd7lE3KmFlsyZD8,history
E1LNkPMuGpL8SRPc,2WGNFmRcApRC8znCuGtfXJ,The Battle,Hans Zimmer,2019,661067,58.000000,0.177000,0.473000,0,1,0.051400,100.873000,soundtrack,"soundtrack,epic,instrumental,hans zimmer",INTRUMENTAL,2,20,2.000000,1.000000,top_tracks,4mHv2ujBeoqhwZxgVhoPJy|56P8zbMtfKLlmpUWW3xAzf,history
E1OqdWbAa4PwSyhp,7Ar4G7Ci11gpt6sfH9Cgz5,Listen to the Music,The Doobie Brothers,1972,227267,73.000000,0.645000,0.598000,1,0,0.913000,105.929000,"classic rock,rock,southern rock","classic rock,70s,rock,southern rock",en,3,50,5.000000,2.500000,top_tracks,7Ar4G7Ci11gpt6sfH9Cgz5,history
ESJe9L4OcWMH7Ojt,16HixADiBNDayJ237F8ag0,Knights,Crystal Castles,2008,193707,38.000000,0.605000,0.588000,8,0,0.810000,111.989000,"electronic,electro,8-bit,new rave,electronica","electronic,electro,8-bit,new rave,electronica",af,2,25,2.500000,1.500000,top_tracks,2Q4hl7psP5tVG6rOYZk0m0,history
EdQ3HZUF5KcU03lu,1Ser4X0TKttOvo8bgdytTP,Come Get Her,Rae Sremmurd,2015,212947,72.000000,0.687000,0.563000,2,1,0.112000,185.056000,hip hop,"hip-hop,hip hop,american,boss",en,2,25,2.500000,1.500000,top_tracks,1Ser4X0TKttOvo8bgdytTP,history
Ef1Hc6VL1i1fCar8,1AAG2NjzmczwoQxi2Jo1M7,stars will fall,Duster,2019,118160,17.000000,0.433000,0.130000,9,1,0.073700,96.404000,rock,"rock,guitar,slowcore,starry sky,the best song to listen to when you are standing in a field in countryside at night and gazing at the sky",INTRUMENTAL,3,50,5.000000,2.500000,top_tracks,0PgT8DiJmpqTnf9SnFnHM0,history
EpB3U8gmv48wkPLX,1Eolhana7nKHYpcYpdVcT5,Little Wing,Jimi Hendrix,1967,145747,66.000000,0.515000,0.534000,6,1,0.426000,70.776000,"classic rock,rock,blues","classic rock,rock,blues,psychedelic,guitar",en,1,10,1.000000,1.000000,top_tracks,1Eolhana7nKHYpcYpdVcT5,history
EzcnrcBA0jtYwrBh,263aNAQCeFSWipk896byo6,Friday I'm in Love,The Cure,1992,214400,64.000000,0.526000,0.762000,0,0,0.505000,136.203000,"new wave,rock","new wave,80s,alternative,rock,the cure",en,2,40,4.000000,2.500000,top_tracks,4QlzkaRHtU8gAdwqjWmO8n,history
F8vAvaC1LW5E8DOU,6A9mKXlFRPMPem6ygQSt7z,Three Little Birds,Bob Marley & The Wailers,1977,180267,76.000000,0.814000,0.482000,9,1,0.615000,148.404000,reggae,"reggae,bob marley,70s,jamaican",en,2,20,2.000000,1.000000,top_tracks,7vggqxNKwd6xdRoYS0pQtM|7yFvSYKk3g5g8e7Ffl16ws,history
FDnPGRj95BakXOSj,1PS1QMdUqOal0ai3Gt7sDQ,Gold Digger,Kanye West,2005,207627,75.000000,0.638000,0.699000,1,0,0.660000,92.939000,"rap,hip hop","hip-hop,rap,kanye west,hip hop",en,2,25,2.500000,1.500000,top_tracks,1PS1QMdUqOal0ai3Gt7sDQ|3QHPHLAkYV5cQBUYs6rowx,history
FFcyaeDTjDA16nQp,3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers,1991,264307,78.000000,0.559000,0.345000,4,1,0.458000,84.581000,"rock,alternative rock","rock,alternative,alternative rock,90s,red hot chili peppers",en,1,10,1.000000,1.000000,top_tracks,3d9DChrdc6BOeFsbrZ3Is0,history
FGkOq9tzAz2fqAlz,2NVpYQqdraEcQwqT7GhUkh,Ain't Nobody,Chaka Khan,1996,280853,67.000000,0.799000,0.878000,1,1,0.816000,104.284000,"soul,funk","soul,funk,80s,female vocalists,rnb",en,1,10,1.000000,1.000000,top_tracks,2NVpYQqdraEcQwqT7GhUkh,history
FKdGrW98y4cRo24c,1tKha6Q0lYlW1qsWYbZB2N,Victim of Love,Eagles,1976,250089,52.000000,0.576000,0.545000,5,1,0.649000,84.240000,"classic rock,rock,classic rock,rock","classic rock,rock,70s,eagles,classic rock,rock,70s",en,2,25,2.500000,1.500000,top_tracks,1tKha6Q0lYlW1qsWYbZB2N,history
FL2adIy5dTxdJ6Df,7svpAkwc6xaSxlbZ7V7JiS,I Was All Over Her,Salvia Palth,2013,161463,52.000000,0.529000,0.353000,7,1,0.060100,104.557000,"shoegaze,dream pop","shoegaze,mellow,new zealand,dream pop",en,3,50,5.000000,2.500000,top_tracks,6mSnSuOhgHHohqeBw76jRV,history
FNv4Zgioe9uN4CqX,1683Q5FUEQ4fIG2f87MAW4,Spooky,Dusty Springfield,1998,155133,49.000000,0.683000,0.708000,4,0,0.969000,106.446000,"soul,soul","soul,60s,female vocalists,oldies,fip,soul,60s,female vocalists",en,1,10,1.000000,1.000000,top_tracks,3MtP9T0WF4xbIo8vqHYeXM,history
FRz7wSLK3WnTS83L,7uoFMmxln0GPXQ0AcCBXRq,Everyday Is Christmas,Sia,2018,165907,53.000000,0.716000,0.512000,1,1,0.326000,104.957000,pop,"christmas,pop,title track,christmas songs",en,1,10,1.000000,1.000000,top_tracks,7uoFMmxln0GPXQ0AcCBXRq,history
FYUYb99Dm1hmdboI,2dxjKgT0li4qBI3QwuN9Ih,Touch the Sky,Kanye West,2005,235500,63.000000,0.597000,0.848000,9,1,0.545000,106.302000,"rap,hip hop","hip-hop,rap,kanye west,hip hop",en,2,16,1.600000,1.000000,saved_tracks|top_tracks,2dxjKgT0li4qBI3QwuN9Ih|6mxyfdyF4LD7PctU3UNyjF,history
FZpHbO5XJ4X5QGJu,64BbK9SFKH2jk86U3dGj2P,Otherside,Red Hot Chili Peppers,1999,255373,75.000000,0.458000,0.795000,0,1,0.513000,123.229000,"rock,alternative rock,funk","rock,alternative rock,alternative,red hot chili peppers,funk",en,2,16,1.600000,1.000000,saved_tracks|top_tracks,64BbK9SFKH2jk86U3dGj2P,history
FeRInaEhXdfN0VZv,47ZWr1Nb0PUgmKgyg5JkgO,River Flows in You,Yiruma,2001,185527,69.000000,0.310000,0.218000,9,1,0.096900,145.074000,"classical,classical","piano,instrumental,classical,beautiful,piano,instrumental,classical",INTRUMENTAL,2,25,2.500000,1.500000,top_tracks,2agBDIr9MYDUducQPC1sFU,history
FgTT9HPZlyBFgpjU,68EOi4YryBSmfSgPJmA7Wn,"no, the moon",Teen Suicide,2015,152170,47.000000,0.357000,0.281000,5,1,0.212000,107.295000,"emo,lo-fi","emo,piano,lo-fi",en,3,31,3.100000,1.500000,saved_tracks|top_tracks,5ZGzNhBC1sEtYtQ1b6Cy53,history
FgglYlWMesX5FDdq,3CKCZ9pfwAfoMZlMncA1Nc,Set Fire to the Rain,Adele,2011,241693,70.000000,0.610000,0.683000,2,0,0.466000,108.003000,"soul,pop","soul,pop,female vocalists,adele,british",en,2,16,1.600000,1.000000,saved_tracks|top_tracks,3di5hcvxxciiqwMH1jarhY,history
FhG1z1oOGeize5ny,7fb22pjF62S9r1s1pian5K,Happy Nation,Ace of Base,1993,255413,46.000000,0.670000,0.867000,1,1,0.670000,96.049000,"pop,eurodance","pop,90s,dance,eurodance",en,1,10,1.000000,1.000000,top_tracks,7yCF65vpc7sUwPjftI0iFb,history
FmlyY49NsWk4yAcu,5DnT9a5IM3eMjKgXTWVJvi,Have You Ever Seen the Rain?,Creedence Clearwater Revival,1970,160333,69.000000,0.743000,0.470000,0,1,0.890000,116.122000,"classic rock,rock,southern rock","classic rock,rock,southern rock,70s",en,1,10,1.000000,1.000000,top_tracks,5DnT9a5IM3eMjKgXTWVJvi,history
FuVju35v7B0jtKeU,5p7ujcrUXASCNwRaWNHR1C,Without Me,Halsey,2018,201661,87.000000,0.752000,0.488000,6,1,0.533000,136.041000,pop,"pop,rnb,best of 2018,hit",en,1,10,1.000000,1.000000,top_tracks,6FZDfxM3a3UCqtzo5pxSLZ,history
FzBGuQhNJ8D49br3,4EWCNWgDS8707fNSZ1oaA5,Heartless,Kanye West,2008,211000,72.000000,0.789000,0.650000,10,0,0.617000,87.983000,"hip hop,rap","hip hop,kanye west,hip-hop,rap,rnb",en,2,25,2.500000,1.500000,top_tracks,4EWCNWgDS8707fNSZ1oaA5,history
FzP2Zz4WxuVqXwI8,35sNK23iMCXjDsJa42rZDg,Operator (That's Not the Way It Feels),Jim Croce,1972,229320,50.000000,0.692000,0.623000,7,1,0.832000,129.966000,"folk,classic rock,singer-songwriter","folk,70s,classic rock,jim croce,singer-songwriter",en,3,50,5.000000,2.500000,top_tracks,4mQtXW0vrHC3oTkA1mQsb0,history
G1wEFosd4DFHP8Jg,6WCeFNVAXUtNczb7lqLiZU,Crocodile Rock,Elton John,1973,235440,69.000000,0.626000,0.803000,4,0,0.968000,149.918000,"classic rock,pop,rock","classic rock,70s,pop,rock,elton john",en,4,56,5.600000,2.500000,saved_tracks|top_tracks,6WCeFNVAXUtNczb7lqLiZU,history
G4VU810Wqh1dlwb2,62AuGbAkt8Ox2IrFFb8GKV,Sweet Caroline,Neil Diamond,1969,203573,76.000000,0.529000,0.127000,11,1,0.578000,63.050000,"singer-songwriter,classic rock,pop","70s,oldies,singer-songwriter,classic rock,pop",en,3,50,5.000000,2.500000,top_tracks,62AuGbAkt8Ox2IrFFb8GKV,history
G73YM6yfYWtErL8s,1XDBl3t6I1TjkwMT3qC9mG,Under Giant Trees,Agnes Obel,2013,324098,29.000000,0.227000,0.246000,5,1,0.170000,200.453000,"folk,singer-songwriter","folk,singer-songwriter,female vocalists,danish,indie",INTRUMENTAL,3,31,3.100000,1.500000,saved_tracks|top_tracks,29cfdljLR8lgvsRrLMJioK,history
GGVEhXe864IozrMK,5HNCy40Ni5BZJFw1TKzRsC,Comfortably Numb,Pink Floyd,1979,382297,71.000000,0.472000,0.366000,11,0,0.171000,127.167000,"progressive rock,classic rock,psychedelic rock,rock","progressive rock,classic rock,psychedelic rock,rock,pink floyd",en,3,50,5.000000,2.500000,top_tracks,5HNCy40Ni5BZJFw1TKzRsC,history
GJBMg2XCb4yuAS4b,6mFkJmJqdDVQ1REhVfGgd1,Wish You Were Here,Pink Floyd,1975,334744,72.000000,0.481000,0.262000,7,1,0.375000,122.883000,"progressive rock,classic rock,psychedelic rock,rock","progressive rock,classic rock,psychedelic rock,rock,pink floyd",en,2,20,2.000000,1.000000,top_tracks,1HzDhHApjdjXPLHF6GGYhu|6mFkJmJqdDVQ1REhVfGgd1,history
GNSbbHCs9ArtTnM3,1Vk4yRsz0iBzDiZEoFMQyv,Mia & Sebastian's Theme,Justin Hurwitz,2016,98040,58.000000,0.476000,0.192000,9,1,0.114000,116.542000,soundtrack,"instrumental,piano,soundtrack,musical,2016,amazing",INTRUMENTAL,1,10,1.000000,1.000000,top_tracks,1Vk4yRsz0iBzDiZEoFMQyv,history
GP6V2MRYCZaiRNQ5,35ItUJlMtjOQW3SSiTCrrw,Crazy Little Thing Called Love - Remastered 2011,Queen,1980,163373,63.000000,0.622000,0.781000,2,1,0.718000,76.709000,"classic rock,rock,hard rock","classic rock,rock,hard rock,80s",en,1,10,1.000000,1.000000,top_tracks,6xdLJrVj4vIXwhuG8TMopk,history
GVwBGyqqwyQPW5UV,4xUlOxwGkdhsQuirAp5RfV,Moonshadow,Cat Stevens,1971,172533,58.000000,0.641000,0.294000,2,1,0.574000,130.777000,"folk,singer-songwriter,classic rock","folk,70s,singer-songwriter,cat stevens,classic rock",en,1,6,0.600000,0.600000,saved_tracks,4xUlOxwGkdhsQuirAp5RfV,history
GYB3RV47EOGDwGcJ,0AluA5RNsa4Cx6XRhf2hWZ,10 Freaky Girls (with 21 Savage),Metro Boomin,2018,208293,75.000000,0.810000,0.353000,6,0,0.072700,88.031000,"rap,hip hop","rap,hip hop,trap,21 savage",en,3,31,3.100000,1.500000,saved_tracks|top_tracks,0AluA5RNsa4Cx6XRhf2hWZ,history
GYGl9JEhALs0Xsw0,4LwU4Vp6od3Sb08CsP99GC,The Next Episode,Dr. Dre,1999,161507,67.000000,0.916000,0.906000,3,0,0.291000,95.300000,"rap,hip hop,west coast rap","rap,hip-hop,gangsta rap,dr dre,hip hop,west coast rap",en,1,10,1.000000,1.000000,top_tracks,4LwU4Vp6od3Sb08CsP99GC,history
Ghu5m0iG8PV3uzBB,5prTs2HAw2G4idHZyeFp8o,Total Eclipse of the Heart,Bonnie Tyler,1999,269787,72.000000,0.435000,0.658000,8,1,0.184000,130.276000,"pop,rock","80s,pop,female vocalists,ballad,rock",en,2,25,2.500000,1.500000,top_tracks,7wuJGgpTNzbUyn26IOY6rj,history
GkYkg3DR0r1Ajr79,4iEOVEULZRvmzYSZY2ViKN,Left Hand Free,alt-J,2014,173631,60.000000,0.697000,0.877000,3,1,0.802000,101.990000,indie rock,"indie,indie rock",en,2,16,1.600000,1.000000,saved_tracks|top_tracks,4iEOVEULZRvmzYSZY2ViKN|5qJqzpNdEbt92roedFwoDR,history
GkxQVCokkwJu1mUk,3mwFncaI2HBczQ92GP9MQF,Lady Writer,Dire Straits,1979,229027,40.000000,0.633000,0.798000,1,0,0.963000,147.645000,"rock,classic rock","rock,classic rock,dire straits,80s,guitar",en,2,25,2.500000,1.500000,top_tracks,2RBcYkonAofm0rYycVrCGt,history
Gof4MUngidge7y1f,5f73EH8020u0znMDJUYTMj,Me and the Devil,Soap&Skin,2013,185000,53.000000,0.399000,0.444000,7,1,0.213000,177.855000,experimental,"cover,experimental,dark,darkwave",en,1,10,1.000000,1.000000,top_tracks,0wrWxW18WK2MkrfDpRHkyh,history
GqkAKeka9w7jrbXs,3jagJCUbdqhDSPuxP8cAqF,Work It,Missy Elliott,2002,263227,67.000000,0.884000,0.677000,1,1,0.584000,101.868000,"rap,hip hop,rap","hip-hop,rap,hip hop,dance,female vocalists,hip-hop,rap,rnb",en,1,10,1.000000,1.000000,top_tracks,3jagJCUbdqhDSPuxP8cAqF,history
HAmHsJ34aRU8jUR8,5DPNLHoisZSIInV23TJ49P,Snowqueen Of Texas,The Mamas & the Papas,1971,158533,44.000000,0.663000,0.288000,1,1,0.716000,78.239000,rock,rock,en,3,50,5.000000,2.500000,top_tracks,5DPNLHoisZSIInV23TJ49P,history
HBAdFFQjTWtYGrgQ,4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used to Know,Gotye,2011,244973,71.000000,0.857000,0.517000,0,1,0.754000,129.063000,electronic,"indie,alternative,electronic,australian,love at first listen",en,1,10,1.000000,1.000000,top_tracks,1qDrWA6lyx8cLECdZE7TV7,history
HDBCf0YnKZLKBXEE,3JvrhDOgAt6p7K8mDyZwRd,Riptide,Vance Joy,2014,204280,75.000000,0.484000,0.731000,1,1,0.510000,101.654000,"folk,indie folk","indie,folk,australian,alternative,indie folk",en,4,45,4.500000,1.500000,top_tracks,2uXlHCUbq9OMUwx3hrk06o|3JvrhDOgAt6p7K8mDyZwRd|7yq4Qj7cqayVTp3FF9CWbm,history
HDC4pS6sjdz4ArsR,0jWgAnTrNZmOGmqgvHhZEm,What's Up,4 Non Blondes,1992,295493,75.000000,0.561000,0.555000,11,0,0.497000,134.369000,"rock,pop","90s,rock,female vocalists,alternative,pop",en,4,56,5.600000,2.500000,saved_tracks|top_tracks,0jWgAnTrNZmOGmqgvHhZEm,history
HImHMiXqiMw82QuK,4KcH1ZRV2W1q7Flq0QqC76,Blitzkrieg Bop,Ramones,1976,134467,68.000000,0.385000,0.783000,9,1,0.902000,176.701000,"punk,rock,classic rock","punk,punk rock,70s,rock,classic rock",en,1,10,1.000000,1.000000,top_tracks,4KcH1ZRV2W1q7Flq0QqC76,history
HJ1G55UKfk3uaLrZ,4ciRwt5dGHKKm8Et8r1xJ0,Hier encore,Charles Aznavour,1964,143467,56.000000,0.366000,0.387000,2,0,0.434000,88.108000,chanson,"french,chanson francaise,chanson,francais,charles aznavour",fr,3,31,3.100000,1.500000,saved_tracks|top_tracks,4ciRwt5dGHKKm8Et8r1xJ0|66TDFKCZpMRfLcgJpa15xq,history
HKIz3PeU2J2RzdVY,7knaMUwIiLrqFYGy1R792o,Experience,Ludovico Einaudi,2013,315427,48.000000,0.413000,0.420000,2,1,0.036700,92.425000,classical,"fip,instrumental,piano,piano,classical,instrumental",en,2,25,2.500000,1.500000,top_tracks,1BncfTJAWxrsxyT9culBrj,history
HLmjvoUyp1RMnP1X,4Gq2ydMKhDZmctzkmk2bYo,Waiting In Vain,Bob Marley & The Wailers,1977,256240,69.000000,0.769000,0.457000,8,1,0.806000,78.789000,"reggae,roots reggae","reggae,bob marley,roots reggae,mellow",en,1,10,1.000000,1.000000,top_tracks,09Nck1nvRcg1Y14SNfWwtJ,history
HMozDqpGFu60Rgi7,6mib3N4E8PZHAGQ3xy7bho,Moonage Daydream - 2012 Remastered Version,David Bowie,1972,279693,66.000000,0.561000,0.601000,11,0,0.752000,144.477000,glam rock,"glam rock,old school,sun and moon and stars and outer space,sleep and dreams,gotg",en,2,25,2.500000,1.500000,top_tracks,6mib3N4E8PZHAGQ3xy7bho,history
HNR4YwVqa6S5kfng,6TEiFwaiHERpdfG6WnGed1,New Flesh,Current Joys,2013,167987,65.000000,0.621000,0.594000,9,1,0.698000,165.863000,"emo,indie rock","indie,emo,indie rock,american,lofi,emo as fuck and makes me wanna die",en,2,20,2.000000,1.000000,top_tracks,6HJxxqHWMdidwTVZmZWeHU|786f01L1AbBOGr0WmAs54w,history
HNtyxIUXmYmm82iO,7qCZgvV98j6RjUULW1s1it,Inside Out,Spoon,2014,301960,58.000000,0.637000,0.618000,0,1,0.499000,176.141000,"indie rock,rock","indie rock,rock",en,1,10,1.000000,1.000000,top_tracks,7HKW2F9UqwMVPdByorotm1,history
HRZhYx3cHGecSNO1,1GTPxha6U7x9ElVxkQw3OK,Firestarter,The Prodigy,1997,279800,61.000000,0.534000,0.946000,11,1,0.379000,141.517000,"electronic,techno,industrial,electronica,electronic,techno,industrial","electronic,techno,industrial,electronica,dance,electronic,techno,industrial",en,1,10,1.000000,1.000000,top_tracks,79CUrU5o2KAVDTNm4x3eGU,history
HRvdhNsl5QtwGDFI,1sxwImMlQ1M2exGGgBBAI5,Slipping Away,Moby,2005,219293,27.000000,0.592000,0.695000,11,0,0.658000,117.858000,"electronic,pop,electronica,electronic,ambient","electronic,pop,chillout,electronica,electronic,ambient,chillout",en,1,10,1.000000,1.000000,top_tracks,0AePV8pWe0Nig8hDs8EGot,history
HVKzZYjTOXuK6vlC,3oDkdAySo1VQQG0ptV7uwa,Lean Wit Me,Juice WRLD,2018,175755,76.000000,0.665000,0.651000,1,1,0.237000,163.935000,"rap,hip hop","rap,hip hop,hip-hop,american",en,3,31,3.100000,1.500000,saved_tracks|top_tracks,3oDkdAySo1VQQG0ptV7uwa,history
HaAACyAQ1XiE1F7k,5fnOrhQ4KgT5irGCjIccGH,Arthur's Theme (Best That You Can Do),Christopher Cross,1981,234493,67.000000,0.526000,0.515000,9,1,0.518000,136.543000,"soundtrack,soft rock,pop,easy listening","80s,soundtrack,soft rock,pop,easy listening",en,1,10,1.000000,1.000000,top_tracks,5fnOrhQ4KgT5irGCjIccGH,history
HaUHT4EPFg8DOxdl,6ooluO7DiEhI1zmK94nRCM,Take Me Out,Franz Ferdinand,2004,237027,71.000000,0.278000,0.676000,9,1,0.494000,104.545000,"indie rock,rock,indie rock,rock","indie,indie rock,rock,alternative,franz ferdinand,indie rock,indie,rock",en,3,31,3.100000,1.500000,saved_tracks|top_tracks,20I8RduZC2PWMWTDCZuuAN,history
HhnTUIZ040LnpSZm,5DH7nDryMhpixm4G4B7RP9,The Longest Time,Billy Joel,1983,217907,60.000000,0.637000,0.333000,3,1,0.588000,84.347000,"pop,rock,classic rock","80s,pop,rock,billy joel,classic rock",en,3,50,5.000000,2.500000,top_tracks,5DH7nDryMhpixm4G4B7RP9,history
HpCgNCDpy2sgaiLk,5BxoKS16fDiOpcwTztQF30,Say Say Say - Remastered 2015,Paul McCartney,1983,235693,51.000000,0.834000,0.685000,10,0,0.816000,117.716000,"classic rock,rock,singer-songwriter,pop","classic rock,rock,british,singer-songwriter,pop",en,3,50,5.000000,2.500000,top_tracks,1db0gbTSKdRQum8VlbNkiO,history
Hux5y6x6B8pI2jDY,1y4jsQt7MjnZhiD1L6qFBC,Cradles,sub urban,2019,209829,76.000000,0.663000,0.594000,1,1,0.626000,79.934000,"electronic,downtempo,trip hop","electronic,downtempo,trip hop",en,4,41,4.100000,1.500000,saved_tracks|top_tracks,1y4jsQt7MjnZhiD1L6qFBC|38My4vL4LarJ3bEMQiEYM5|47UFoOuvrkt4khE7c5aap6,history
I4OmhYlLlRo7wPCS,3nSgRpyy7gujpUSIsdECvO,Waiting For The End Of The World,Elvis Costello,1977,202893,37.000000,0.737000,0.676000,0,1,0.808000,114.148000,"new wave,rock,punk,singer-songwriter","new wave,elvis costello,rock,punk,singer-songwriter,80s",en,1,10,1.000000,1.000000,top_tracks,3nSgRpyy7gujpUSIsdECvO,history
I7xwlyqUByL76Wpu,1hHGUdFaiJHw9hVZGJWYO2,Midnight Rider,The Allman Brothers Band,1970,180067,68.000000,0.585000,0.532000,7,1,0.680000,94.461000,"southern rock,classic rock,rock,blues","southern rock,classic rock,blues rock,rock,blues",en,1,10,1.000000,1.000000,top_tracks,1hHGUdFaiJHw9hVZGJWYO2,history
IC3AMRdFGbAPSuJT,0JP9xo3adEtGSdUEISiszL,Moonlight,XXXTentacion,2018,135090,83.000000,0.921000,0.537000,9,0,0.711000,128.009000,"rap,emo","hip-hop,rap,emo,rnb,post-nerdcore",en,1,10,1.000000,1.000000,top_tracks,0JP9xo3adEtGSdUEISiszL,history
IIlr0jVCKmI9A5QM,0gCJkpD0RhF2rjiALLHBQL,Almost Cut My Hair,"Crosby, Stills, Nash & Young",1970,269173,58.000000,0.470000,0.471000,7,1,0.574000,136.828000,"classic rock,rock,folk rock","classic rock,70s,rock,folk rock",en,1,10,1.000000,1.000000,top_tracks,0gCJkpD0RhF2rjiALLHBQL,history
IQ18pAadvThQNBDX,2SpEHTbUuebeLkgs9QB7Ue,Jolene,Dolly Parton,1974,161533,73.000000,0.674000,0.537000,1,0,0.809000,110.578000,"country,folk","country,female vocalists,classic country,folk",en,1,10,1.000000,1.000000,top_tracks,2SpEHTbUuebeLkgs9QB7Ue,history
IS7OB7FYttexoOWV,2DnJjbjNTV9Nd5NOa1KGba,You're So Vain,Carly Simon,1972,258411,72.000000,0.659000,0.678000,0,1,0.647000,106.186000,"pop,singer-songwriter,rock","70s,female vocalists,pop,singer-songwriter,rock",en,3,50,5.000000,2.500000,top_tracks,2DnJjbjNTV9Nd5NOa1KGba,history
IXA0zOmllPeMKWQw,4s6LhHAV5SEsOV0lC2tjvJ,California Dreamin',The Mamas & the Papas,1966,162373,73.000000,0.552000,0.616000,1,0,0.667000,112.442000,"classic rock,rock,pop","60s,classic rock,oldies,rock,pop",en,4,56,5.600000,2.500000,saved_tracks|top_tracks,4s6LhHAV5SEsOV0lC2tjvJ,history
IYI6RFvYIFFg9Mi7,7uv632EkfwYhXoqf8rhYrg,Angel,Massive Attack,1998,379533,58.000000,0.714000,0.309000,7,1,0.067100,107.346000,"electronic,trip hop","trip-hop,electronic,chillout,trip hop",en,2,25,2.500000,1.500000,top_tracks,7uv632EkfwYhXoqf8rhYrg,history
IYnvgrRybkiFqpqA,3nFJbZCHP4d9vduKjJLdBL,Never Too Much,Luther Vandross,1981,230467,67.000000,0.734000,0.583000,2,1,0.760000,109.935000,soul,"soul,luther vandross,80s,rnb",en,1,10,1.000000,1.000000,top_tracks,3nFJbZCHP4d9vduKjJLdBL,history
IgOJDpLr5MtKaRtm,6wxUsXXraYNUThKoEvtzMx,Gizeh,Oskar Schuster,2016,112060,38.000000,0.532000,0.204000,2,0,0.693000,141.650000,"neoclassical,neo-classical,contemporary classical","piano,neoclassical,instrumental,modern classical,neo-classical,contemporary classical",INTRUMENTAL,2,25,2.500000,1.500000,top_tracks,6UO5XUAD3kPGru1NCj4Au7|6wxUsXXraYNUThKoEvtzMx,history
IgQT25VkuSrkKXEX,24NwBd5vZ2CK8VOQVnqdxr,Sweet Emotion,Aerosmith,1975,274133,71.000000,0.380000,0.760000,9,1,0.491000,99.437000,"classic rock,rock,hard rock","classic rock,rock,hard rock,70s,aerosmith",en,1,10,1.000000,1.000000,top_tracks,73TxYZd0lBCVRrHawrAglA,history
Iji0qLelezpjUUOV,56sk7jBpZV0CD31G9hEU3b,Animal I Have Become,Three Days Grace,2006,231400,68.000000,0.553000,0.853000,8,1,0.506000,122.023000,"alternative rock,rock,hard rock","alternative rock,rock,hard rock,alternative,three days grace",en,1,10,1.000000,1.000000,top_tracks,5eFxwmqKrHpSQDOEIFYlgY,history
J2ZHIxyb5eq9UkrA,63rbP24OzfaQCJjsHWZXnY,Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,2011,210081,56.000000,0.662000,0.873000,0,0,0.592000,129.902000,"house,electronic","dance,house,electronic,david guetta,party",en,1,10,1.000000,1.000000,top_tracks,7ks6AZmFcm3Y6PGGxGSmlB,history
J3FvA5V0IYqpXN7E,6jEZLz3YpnEBRpVkv35AmP,Gasolina,Daddy Yankee,2004,192600,74.000000,0.857000,0.801000,0,1,0.753000,96.009000,"reggaeton,latin","reggaeton,latin,dance,daddy yankee",es,2,25,2.500000,1.500000,top_tracks,5YoITs1m0q8UOQ4AW7N5ga,history
J4I2R9dZ8GBeewE0,2id8E4WvczfKHB4LHI7Np3,Edge of Seventeen,Stevie Nicks,2007,329680,64.000000,0.590000,0.828000,0,1,0.636000,111.353000,"classic rock,rock,classic rock,rock","classic rock,80s,rock,female vocalists,stevie nicks,female vocalists,classic rock,rock",en,1,10,1.000000,1.000000,top_tracks,2id8E4WvczfKHB4LHI7Np3,history
