rank,track_id,lead_genre,matched_genres,matched_tags,final_score,danceability_similarity,danceability_contribution,energy_similarity,energy_contribution,valence_similarity,valence_contribution,tempo_similarity,tempo_contribution,duration_ms_similarity,duration_ms_contribution,key_similarity,key_contribution,mode_similarity,mode_contribution,lead_genre_similarity,lead_genre_contribution,genre_overlap_similarity,genre_overlap_contribution,tag_overlap_similarity,tag_overlap_contribution
2255,OQQj65Myh1d54G3C,pop,pop,pop,0.457044,0.70504,0.028202,0.0,0.0,0.811747,0.024352,0.354216,0.010626,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2256,Du3WE6SYTDYvCRcs,pop,pop,pop|dance,0.457039,0.411707,0.016468,0.0,0.0,0.0,0.0,0.451984,0.01356,0.885185,0.017704,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.228072,0.066141
2257,Yb9cJbDnFGycAtVn,pop,pop|electronic,pop|electronic,0.457024,0.161627,0.006465,0.0,0.0,0.0,0.0,0.775584,0.023268,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.285511,0.068523,0.237132,0.068768
2258,q1n0MQNJL47FnSHw,pop,pop,pop,0.457015,0.96504,0.038602,0.0,0.0,0.358413,0.010752,0.548216,0.016446,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2259,dMGf9j4CbbOcq4IL,pop,pop,pop,0.456961,0.571707,0.022868,0.0,0.0,0.43492,0.013048,0.553082,0.016592,0.529452,0.010589,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2260,tYUHo5rZUb1XmSHa,pop,pop,pop,0.456961,0.571707,0.022868,0.0,0.0,0.43492,0.013048,0.553082,0.016592,0.529452,0.010589,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2261,KQgUhsoki9Z4shww,pop,pop,pop,0.456958,0.318373,0.012735,0.786353,0.023591,0.0,0.0,0.552549,0.016576,0.0,0.0,0.642048,0.012841,0.0,0.0,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2262,iamuCQuDaFyCvJTz,pop,pop,pop|alternative,0.456955,0.051707,0.002068,0.28698,0.008609,0.718413,0.021552,0.152016,0.00456,0.263385,0.005268,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.247352,0.071732
2263,XALGMNBCi3rHB2EU,pop,pop,pop,0.45695,0.851707,0.034068,0.0,0.0,0.718413,0.021552,0.0,0.0,0.348718,0.006974,0.024619,0.000492,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2264,D0add0jYquNkyhmq,pop,pop,pop,0.456948,0.878373,0.035135,0.56698,0.017009,0.348253,0.010448,0.0,0.0,0.0,0.0,0.024619,0.000492,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2265,ijCa3FOmgBWHkSPg,pop,pop,pop|dance,0.45694,0.241627,0.009665,0.0,0.0,0.711747,0.021352,0.093016,0.00279,0.0,0.0,0.691285,0.013826,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.228072,0.066141
2266,Co0bCtqznXXmhjls,pop,pop,pop|alternative|indie,0.456928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.643852,0.012877,0.691285,0.013826,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.300202,0.087059
2267,uc9puqYNXFiFlMdh,pop,pop|electronic,pop|electronic,0.456908,0.0,0.0,0.166353,0.004991,0.0,0.0,0.820882,0.024626,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.285511,0.068523,0.237132,0.068768
2268,Fo3Ytesai5pxuYJ9,pop,pop,pop|dance,0.456888,0.79496,0.031798,0.186353,0.005591,0.0,0.0,0.0,0.0,0.0,0.0,0.642048,0.012841,0.0,0.0,1.0,0.29,0.210486,0.050517,0.228072,0.066141
2269,YhNeuJiF70tsdR18,pop,pop,pop,0.45682,0.541627,0.021665,0.459687,0.013791,0.0,0.0,0.576118,0.017284,0.510815,0.010216,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2270,6kyKZPYDReqiMFrR,pop,pop,indie|pop,0.45681,0.40504,0.016202,0.540313,0.016209,0.0,0.0,0.082282,0.002468,0.637048,0.012741,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.22767,0.066024
2271,ja0HhRTcqkLKvLfu,pop,pop,pop,0.456771,0.371707,0.014868,0.999687,0.029991,0.601587,0.018048,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2272,sqOOQ5Biw4205GcJ,pop,pop|singer-songwriter,pop|singer-songwriter,0.45676,0.0,0.0,0.733647,0.022009,0.0,0.0,0.414482,0.012434,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.275166,0.06604,0.22854,0.066277
2273,LJQvGXSypJ9mVclI,pop,pop,pop|80s|dance,0.45672,0.0,0.0,0.0,0.0,0.0,0.0,0.978784,0.029364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.210486,0.050517,0.299445,0.086839
2274,0Kdq3l3gHxgkoTt6,pop,pop,pop,0.456708,0.0,0.0,0.76698,0.023009,0.84508,0.025352,0.0,0.0,0.856615,0.017132,0.0,0.0,0.0,0.0,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2275,xQZg1oHWKceaFKAc,pop,pop|singer-songwriter,pop|singer-songwriter,0.456662,0.181627,0.007265,0.01302,0.000391,0.461587,0.013848,0.0,0.0,0.0,0.0,0.642048,0.012841,0.0,0.0,1.0,0.29,0.275166,0.06604,0.22854,0.066277
2276,NomZycIn28Etpj6A,pop,pop,pop,0.456651,0.28504,0.011402,0.0,0.0,0.0,0.0,0.751016,0.02253,0.800718,0.016014,0.642048,0.012841,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2277,SBRwJDRNzRtOQbKX,pop,pop,pop|alternative,0.456648,0.97496,0.038998,0.0,0.0,0.091747,0.002752,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.247352,0.071732
2278,Zef9jRy4IHQfxMqL,pop,pop,pop,0.456646,0.398373,0.015935,0.0,0.0,0.271747,0.008152,0.917251,0.027518,0.0,0.0,0.691285,0.013826,0.0,0.0,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2279,Q81LCQrj88s8l7gy,pop,pop,pop,0.456642,0.941627,0.037665,0.253647,0.007609,0.0,0.0,0.0,0.0,0.875218,0.017504,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2280,MRY1k25KjpGOMpFJ,pop,pop,indie|pop|dance,0.456633,0.20504,0.008202,0.066353,0.001991,0.0,0.0,0.815216,0.024456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.210486,0.050517,0.280922,0.081467
2281,U3Zo3ToDKW72HNlb,pop,pop,pop|dance,0.456612,0.80504,0.032202,0.0,0.0,0.591747,0.017752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.210486,0.050517,0.228072,0.066141
2282,CNMuroYXX0EAy4sq,pop,pop,pop,0.456606,0.0,0.0,0.0,0.0,0.618413,0.018552,0.941251,0.028238,0.797618,0.015952,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2283,ReecEFxFR0htfOAG,pop,pop,pop|alternative,0.456604,0.721627,0.028865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.642048,0.012841,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.247352,0.071732
2284,FhvdEyID2MHql1ZH,pop,pop,pop,0.456591,0.478373,0.019135,0.0,0.0,0.438413,0.013152,0.553816,0.016614,0.0,0.0,0.691285,0.013826,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2285,fCR3x70rpqkaDDkm,pop,pop,pop|alternative,0.456588,0.031707,0.001268,0.379687,0.011391,0.541587,0.016248,0.514384,0.015432,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.210486,0.050517,0.247352,0.071732
2286,gxS0fGqwD3Apgvcf,pop,pop,pop,0.456588,0.75496,0.030198,0.0,0.0,0.258413,0.007752,0.421816,0.012654,0.606015,0.01212,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2287,7JScpSK4sE5JodHb,pop,pop,pop|dance,0.456559,0.18504,0.007402,0.0,0.0,0.77492,0.023248,0.553416,0.016602,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.228072,0.066141
2288,JSwbsGa8SCWCS8ew,pop,pop|singer-songwriter,pop|singer-songwriter,0.456515,0.85496,0.034198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.275166,0.06604,0.22854,0.066277
2289,IeN5fEcZZZLwvxgJ,pop,pop,pop,0.456496,0.90504,0.036202,0.0,0.0,0.0,0.0,0.420149,0.012604,0.0,0.0,0.691285,0.013826,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2290,oaWNpkJO6kTmcYXy,pop,pop,indie|pop,0.456488,0.871707,0.034868,0.0,0.0,0.0,0.0,0.414349,0.01243,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.22767,0.066024
2291,q572w9VhC6JC4Ykx,pop,pop|electronic,pop|electronic,0.456477,0.0,0.0,0.33302,0.009991,0.0,0.0,0.0,0.0,0.827282,0.016546,0.0,0.0,0.26491,0.002649,1.0,0.29,0.285511,0.068523,0.237132,0.068768
2292,7v1UlutClEneqBUO,pop,pop|alternative rock,pop|indie|alternative,0.456462,0.41496,0.016598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.250648,0.060156,0.300202,0.087059
2293,ECqU8wWJWnh6ei8R,pop,pop|electronic,pop|electronic,0.456411,0.368293,0.014732,0.0,0.0,0.0,0.0,0.0,0.0,0.586952,0.011739,0.0,0.0,0.26491,0.002649,1.0,0.29,0.285511,0.068523,0.237132,0.068768
2294,GwJ2stgRtgDL1T0V,pop,pop,indie|pop,0.456373,0.838373,0.033535,0.0,0.0,0.45492,0.013648,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.22767,0.066024
2295,7dJOAGsNphljj6h4,pop,pop|rap,pop,0.456339,0.83496,0.033398,0.106353,0.003191,0.55492,0.016648,0.0,0.0,0.003385,6.8e-05,0.0,0.0,0.0,0.0,1.0,0.29,0.259734,0.062336,0.17482,0.050698
2296,yruqkezbERogpi3F,pop,pop|electronic,pop|dance|electronic,0.456325,0.0,0.0,0.45302,0.013591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.285511,0.068523,0.290384,0.084211
2297,fuDLHKkORaXSavbt,pop,pop,pop|indie|alternative,0.456311,0.718373,0.028735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.210486,0.050517,0.300202,0.087059
2298,du31SBmNXjpzKviS,pop,pop,pop|alternative,0.45631,0.98504,0.039402,0.0,0.0,0.0,0.0,0.0,0.0,0.100518,0.00201,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.247352,0.071732
2299,k3URDXmFVSLVGaEB,pop,pop|electronic,pop|electronic|dance,0.456309,0.258373,0.010335,0.019687,0.000591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.285511,0.068523,0.290384,0.084211
2300,8SVuvJkesnQdGYTE,pop,pop,pop|dance,0.456299,0.098373,0.003935,0.480313,0.014409,0.95492,0.028648,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.228072,0.066141
2301,pihEr5WvCNokiUjV,pop,pop,pop,0.456299,0.48504,0.019402,0.606353,0.018191,0.618413,0.018552,0.115518,0.003466,0.141185,0.002824,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2302,T1XpUvJmQ2AU7ApF,pop,pop,pop,0.456293,0.498373,0.019935,0.0,0.0,0.901587,0.027048,0.514851,0.015446,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2303,0lEHuzALEXnvn0Oz,pop,pop,pop|dance,0.456291,0.0,0.0,0.419687,0.012591,0.718413,0.021552,0.0,0.0,0.0,0.0,0.642048,0.012841,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.228072,0.066141
2304,kn2P02xYEifhHzPD,pop,pop,pop,0.45629,0.231707,0.009268,0.913647,0.027409,0.391747,0.011752,0.286549,0.008596,0.402518,0.00805,0.0,0.0,0.0,0.0,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2305,069ypVgJl2FDc1F1,pop,pop,pop,0.456277,0.958373,0.038335,0.0,0.0,0.07492,0.002248,0.0,0.0,0.581918,0.011638,0.642048,0.012841,0.0,0.0,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2306,Culk7QrGDnscCgBG,pop,pop|singer-songwriter,indie|pop|singer-songwriter,0.456246,0.34504,0.013802,0.0,0.0,0.071747,0.002152,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.275166,0.06604,0.28139,0.081603
2307,I5RHbSN4iku05QZ9,pop,pop,pop,0.456238,0.441627,0.017665,0.366353,0.010991,0.871747,0.026152,0.252184,0.007566,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2308,WXBxVtE1T7OhxhgT,pop,pop|electronic,pop|electronic|dance,0.456231,0.20504,0.008202,0.0,0.0,0.0,0.0,0.088216,0.002646,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.285511,0.068523,0.290384,0.084211
2309,EiOorQO0FQdGdmIT,pop,pop,pop,0.456224,0.868293,0.034732,0.0,0.0,0.0,0.0,0.920918,0.027628,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2310,vp2fcrAkG6WYOk7M,pop,pop,pop|dance,0.4562,0.0,0.0,0.76698,0.023009,0.768253,0.023048,0.0,0.0,0.041785,0.000836,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.228072,0.066141
2311,lXZHwsKfmwQ6fvsL,pop,pop,pop,0.456189,0.711707,0.028468,0.233647,0.007009,0.89492,0.026848,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2312,qpjhQbNDSNAQHK6T,pop,pop,pop,0.456151,0.918373,0.036735,0.41302,0.012391,0.0,0.0,0.0,0.0,0.658052,0.013161,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2313,KKhEDeR10tJVjT5x,pop,pop,pop|dance,0.456118,0.22504,0.009002,0.300313,0.009009,0.951747,0.028552,0.0,0.0,0.012418,0.000248,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.228072,0.066141
2314,whyjv7iraDQ47SEi,pop,pop,pop,0.456095,0.718373,0.028735,0.0,0.0,0.728253,0.021848,0.048518,0.001456,0.0,0.0,0.642048,0.012841,0.0,0.0,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2315,hOpPqusHsof0qwaT,pop,pop,pop|dance,0.456075,0.431707,0.017268,0.0,0.0,0.431747,0.012952,0.551616,0.016548,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.228072,0.066141
2316,o0D8lp5UlAyoKmWT,pop,pop,pop|dance,0.456075,0.431707,0.017268,0.0,0.0,0.431747,0.012952,0.551616,0.016548,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.228072,0.066141
2317,iC51BB5YmEuvyWBT,pop,pop|singer-songwriter|folk,pop|singer-songwriter,0.45605,0.618373,0.024735,0.0,0.0,0.0,0.0,0.013282,0.000398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.310998,0.07464,0.22854,0.066277
2318,2xmUSomzbq5vT8jJ,pop,pop,indie|pop,0.456044,0.94504,0.037802,0.373647,0.011209,0.0,0.0,0.0,0.0,0.0,0.0,0.024619,0.000492,0.0,0.0,1.0,0.29,0.210486,0.050517,0.22767,0.066024
2319,K4UUyVQbQBL4d6Uo,pop,pop,pop,0.456044,0.911707,0.036468,0.34698,0.010409,0.598413,0.017952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2320,W425bs0VFkxiLtHE,pop,pop,pop,0.456038,0.858373,0.034335,0.17302,0.005191,0.75492,0.022648,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2321,MZhnWZzQnAGRzBbt,pop,pop,pop,0.456036,0.738373,0.029535,0.400313,0.012009,0.0,0.0,0.687616,0.020628,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2322,i0MvaTSLSDe7b6Nx,pop,pop,pop,0.456026,0.251707,0.010068,0.0,0.0,0.48508,0.014552,0.911651,0.02735,0.0,0.0,0.642048,0.012841,0.0,0.0,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2323,5aoweYPOxN17DPDi,pop,pop,dance|pop,0.456007,0.188293,0.007532,0.93302,0.027991,0.0,0.0,0.0,0.0,0.0,0.0,0.691285,0.013826,0.0,0.0,1.0,0.29,0.210486,0.050517,0.228072,0.066141
2324,GTofXLtDxCvChQXC,pop,pop,pop,0.455988,0.89496,0.035798,0.0,0.0,0.551747,0.016552,0.0,0.0,0.488718,0.009774,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2325,y29MEN6Z8bzZ7Q0E,pop,pop,pop,0.455979,0.0,0.0,0.860313,0.025809,0.0,0.0,0.641149,0.019234,0.853618,0.017072,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2326,BywY2QMtOfR7QBDi,pop,pop,pop,0.45596,0.258373,0.010335,0.78698,0.023609,0.938413,0.028152,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2327,ihwDrqBiid3i0Qff,pop,pop,pop,0.45593,0.911707,0.036468,0.480313,0.014409,0.0,0.0,0.000384,1.2e-05,0.0,0.0,0.691285,0.013826,0.0,0.0,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2328,SmBfU7d5rRKPhx0B,pop,pop,pop|80s|dance,0.455919,0.0,0.0,0.0,0.0,0.018413,0.000552,0.845416,0.025362,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.299445,0.086839
2329,pM696PeNKkSa2HzZ,pop,pop,pop|80s|dance,0.455919,0.0,0.0,0.0,0.0,0.018413,0.000552,0.845416,0.025362,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.299445,0.086839
2330,M0KhThw8q7WnEMcB,pop,pop,pop|indie,0.455912,0.771707,0.030868,0.0,0.0,0.0,0.0,0.0,0.0,0.792718,0.015854,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.22767,0.066024
2331,MOxpXz03LfZi0gWu,pop,pop,pop,0.455872,0.0,0.0,0.820313,0.024609,0.38508,0.011552,0.949882,0.028496,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2332,H6KBDnxvyExzADTs,pop,pop,pop,0.455861,0.748293,0.029932,0.499687,0.014991,0.108253,0.003248,0.0,0.0,0.0,0.0,0.691285,0.013826,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2333,AwcemLfu84lCavJF,pop,pop,pop|alternative,0.455834,0.758373,0.030335,0.013647,0.000409,0.0,0.0,0.0,0.0,0.0,0.0,0.642048,0.012841,0.0,0.0,1.0,0.29,0.210486,0.050517,0.247352,0.071732
2334,iA9KEeDlCsgMyQRo,pop,pop|singer-songwriter,pop|singer-songwriter,0.455834,0.771707,0.030868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.275166,0.06604,0.22854,0.066277
2335,4CcafpMEesTANdva,pop,pop|electronic,pop|electronic,0.45583,0.63496,0.025398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024619,0.000492,0.26491,0.002649,1.0,0.29,0.285511,0.068523,0.237132,0.068768
2336,fMMBc4uW6i8bVBEM,pop,pop|electronic,pop|electronic,0.455828,0.128293,0.005132,0.24698,0.007409,0.0,0.0,0.0,0.0,0.799782,0.015996,0.0,0.0,0.0,0.0,1.0,0.29,0.285511,0.068523,0.237132,0.068768
2337,ccTJG9LUhkfyASPI,pop,pop|singer-songwriter,pop|indie|singer-songwriter,0.455822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.776515,0.01553,0.0,0.0,0.26491,0.002649,1.0,0.29,0.275166,0.06604,0.28139,0.081603
2338,K7fsOng0uRSOU3bR,pop,pop,pop,0.455808,0.998373,0.039935,0.733647,0.022009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2339,ex4OLWDIUFGVAiiy,pop,pop,pop,0.455805,0.71496,0.028598,0.406353,0.012191,0.70508,0.021152,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2340,VRnlTCzamTGfMfJw,pop,pop|folk,pop|indie,0.45578,0.378373,0.015135,0.0,0.0,0.0,0.0,0.653518,0.019606,0.162518,0.00325,0.0,0.0,0.26491,0.002649,1.0,0.29,0.246318,0.059116,0.22767,0.066024
2341,a7vUA5Hgn7ozLIJL,pop,pop|folk,pop,0.455767,0.0,0.0,0.813647,0.024409,0.0,0.0,0.817216,0.024516,0.351385,0.007028,0.0,0.0,0.0,0.0,1.0,0.29,0.246318,0.059116,0.17482,0.050698
2342,SULTDW8mmlWwCwO1,pop,pop,pop,0.455744,0.87496,0.034998,0.0,0.0,0.0,0.0,0.652584,0.019578,0.365185,0.007304,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2343,e8OYvPuRqRTJiUeZ,pop,pop,pop,0.455744,0.87496,0.034998,0.0,0.0,0.0,0.0,0.652584,0.019578,0.365185,0.007304,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2344,zLcuq0d7kUSU3zEm,pop,pop,pop,0.455744,0.87496,0.034998,0.0,0.0,0.0,0.0,0.652584,0.019578,0.365185,0.007304,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2345,7IFiF9ucT854r0ro,pop,pop,pop,0.455726,0.0,0.0,0.653647,0.019609,0.981587,0.029448,0.0,0.0,0.772718,0.015454,0.0,0.0,0.0,0.0,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2346,tXLUO1K8xnIIkegr,pop,pop,pop|dance,0.455718,0.0,0.0,0.55302,0.016591,0.0,0.0,0.921318,0.02764,0.241452,0.004829,0.0,0.0,0.0,0.0,1.0,0.29,0.210486,0.050517,0.228072,0.066141
2347,jTRn4G3Jr3ZSBrBb,pop,pop,pop,0.455674,0.518373,0.020735,0.0,0.0,0.508253,0.015248,0.949216,0.028476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2348,LPDFeMsFlpcfI4IR,pop,pop,pop,0.455666,0.908293,0.036332,0.0,0.0,0.0,0.0,0.914251,0.027428,0.034548,0.000691,0.0,0.0,0.0,0.0,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2349,cfX4i7whBCN74mup,pop,pop,pop|dance,0.455634,0.0,0.0,0.20698,0.006209,0.0,0.0,0.951616,0.028548,0.710952,0.014219,0.0,0.0,0.0,0.0,1.0,0.29,0.210486,0.050517,0.228072,0.066141
2350,wHrL8Cb3Sqb160nR,pop,pop,pop,0.455625,0.0,0.0,0.0,0.0,0.781587,0.023448,0.684216,0.020526,0.198052,0.003961,0.691285,0.013826,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2351,irJoyhc973XKmaJs,pop,pop,pop,0.455605,0.93496,0.037398,0.186353,0.005591,0.62508,0.018752,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2352,Zn0Yqh5ARDzrCuqC,pop,pop,pop,0.455594,0.92504,0.037002,0.0,0.0,0.25492,0.007648,0.0,0.0,0.853985,0.01708,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2353,zxcBOf2R2XEYnSSW,pop,pop,pop,0.455589,0.611707,0.024468,0.84698,0.025409,0.39492,0.011848,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2354,BRmRz8PpBvUEqKMB,pop,pop,pop,0.455574,0.488293,0.019532,0.0,0.0,0.94508,0.028352,0.0,0.0,0.0,0.0,0.691285,0.013826,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2355,v5tgI6o0v8Xm4YW5,pop,pop,pop,0.45556,0.911707,0.036468,0.126353,0.003791,0.478413,0.014352,0.0,0.0,0.486682,0.009734,0.0,0.0,0.0,0.0,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2356,2IVH3q8KS4sw6y7X,pop,pop,pop,0.45553,0.658373,0.026335,0.0,0.0,0.068253,0.002048,0.681416,0.020442,0.0,0.0,0.642048,0.012841,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2357,hgzTS4CFEAU5EyVF,pop,pop,pop|dance,0.455492,0.318373,0.012735,0.846353,0.025391,0.26508,0.007952,0.0,0.0,0.005352,0.000107,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.228072,0.066141
2358,orVANz3iqnM4O6iQ,pop,pop,pop,0.455487,0.881627,0.035265,0.0,0.0,0.401587,0.012048,0.186051,0.005582,0.436385,0.008728,0.0,0.0,0.26491,0.002649,1.0,0.29,0.210486,0.050517,0.17482,0.050698
2359,p3qDTJAGVCKtoqz4,pop,pop,pop|dance,0.455473,0.83496,0.033398,0.05302,0.001591,0.0,0.0,0.0,0.0,0.0,0.0,0.691285,0.013826,0.0,0.0,1.0,0.29,0.210486,0.050517,0.228072,0.066141
2360,k6v2WlFoXtWBT8ea,pop,pop|singer-songwriter,pop|indie|singer-songwriter,0.455453,0.0,0.0,0.393647,0.011809,0.111747,0.003352,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.275166,0.06604,0.28139,0.081603
2361,cn0dTp0ULlNQY9yt,pop,pop,pop,0.45543,0.87496,0.034998,0.51302,0.015391,0.0,0.0,0.0,0.0,0.0,0.0,0.691285,0.013826,0.0,0.0,1.0,0.29,0.210486,0.050517,0.17482,0.050698
