id,spotify_id,artist,song,album_name,release,duration_ms,popularity,danceability,energy,key,mode,valence,tempo,tags,genres,lang,track_id
7CzWEPXag7nOVCEQ,4R3f6mYEfSZHrgt3BOWtks,James Blunt,Someone Singing Along,The Afterlove (Bonus Track),2017,213075,47.000000,0.649000,0.659000,4,1,0.415000,98.488000,"pop,singer-songwriter,acoustic,indie,2017,rock","pop,singer-songwriter,rock",en,7CzWEPXag7nOVCEQ
7DAOcd2WZEVdAPEw,35cPCIASztHrjgCaCoeogl,Foxing,Lich Prince,Nearer My God,2018,286813,36.000000,0.487000,0.649000,0,1,0.050700,120.025000,"emo,2018,post-rock,math rock,midwest emo,pop","emo,post-rock,math rock,midwest emo,pop",en,7DAOcd2WZEVdAPEw
7DHRUftX7H7eZyZF,5ImhD7dhkGVPa0oLiy6R5W,Kasbo,World Away,World Away,2015,204012,43.000000,0.525000,0.705000,11,0,0.048000,99.949000,"electronic,ambient,house,chill","electronic,ambient,house",en,7DHRUftX7H7eZyZF
7DJ6Ia1Tdf2TfJ1S,772AiQoYHA7lDckryjGyVj,Sevendust,Thank You,Kill The Flaw,2015,267333,43.000000,0.540000,0.981000,10,0,0.224000,120.011000,"rock,2010s,2015,metal,alternative metal,nu metal,metal","rock,metal,alternative metal,nu metal,metal",en,7DJ6Ia1Tdf2TfJ1S
7DW2ca4xD6LcksS6,57HJa2Q66zOCZCsxjNKM9I,Jay Som,Turn The Other Cheek,Turn The Other Cheek,2018,179160,43.000000,0.589000,0.561000,0,1,0.433000,90.076000,"dream pop,shoegaze,indie","dream pop,shoegaze",en,7DW2ca4xD6LcksS6
7Didee6F2re9HtOH,1ZJyJhgJzndyIkvTrPbVAO,Burial,NYC,Street Halo,2011,457686,17.000000,0.788000,0.692000,10,0,0.650000,115.174000,"dubstep,electronic,atmospheric,experimental","dubstep,electronic,experimental",en,7Didee6F2re9HtOH
7DnNcMGNczCOMoo7,5p11enG0zbGaTCUiyCOZen,The Mowgli's,Leave It Up To Me,Waiting For The Dawn,2013,207747,24.000000,0.135000,0.954000,8,1,0.743000,82.957000,"indie,folk,indie pop,rock,alternative","folk,indie pop,rock",en,7DnNcMGNczCOMoo7
7EOM8KnE9FD3vmKf,0zD1prGzpUuvOd3bv5Xe1s,The Dumplings,Dark Side,Sea You Later,2015,495063,31.000000,0.723000,0.791000,0,1,0.573000,124.978000,"electronic,dark",electronic,en,7EOM8KnE9FD3vmKf
7Eanr6RbbsFL4KSn,5vnpANH92iEajvGwE2oQ6r,Camila Cabello,Real Friends,Real Friends,2018,223583,72.000000,0.701000,0.512000,0,0,0.663000,91.947000,"pop,love yourself,sadly beautiful,camila",pop,en,7Eanr6RbbsFL4KSn
7EjT1bH7R8ij9j2R,5J4ZkQpzMUFojo1CtAZYpn,Ariana Grande,Love Me Harder,My Everything (Deluxe),2014,236133,72.000000,0.472000,0.714000,1,0,0.240000,98.992000,"pop,love,hot,sexy",pop,en,7EjT1bH7R8ij9j2R
7EmtYevUoLjT5r8J,4T4pVyVG5bw9Y2XWOSfucb,Ella Henderson,Glow,Chapter One,2015,228547,26.000000,0.456000,0.660000,4,1,0.255000,175.982000,"pop,british",pop,en,7EmtYevUoLjT5r8J
7FY6Imbaba8KCqd2,3q4uqM3vBuYRD9Oq4tLVJu,Dylan Schneider,Wannabe,Wannabe - EP,2016,195933,61.000000,0.672000,0.666000,11,1,0.587000,79.023000,"country,pop","country,pop",en,7FY6Imbaba8KCqd2
7FduD6Fnj99gk9k5,4t2XWG1hM2WH0Cx9SgnE76,Kid Milli,WHY DO FUCKBOIS HANG OUT ON THE NET,"AI, THE PLAYLIST",2018,147321,40.000000,0.833000,0.596000,1,1,0.489000,125.954000,"rap,hip-hop,k-rap,khiphop",rap,en,7FduD6Fnj99gk9k5
7G0bXJSKniE80UNf,7hErr096RE4swod9mXJHdk,GusGus,Obnoxiously Sexual,Mexico,2014,306707,29.000000,0.775000,0.573000,7,0,0.720000,122.993000,"electronic,electronica,icelandic,2014 single,бессознательное,songs that sexually excite me","electronic,electronica",en,7G0bXJSKniE80UNf
7G9IqL1VPeEgmpC0,3lcuERI7leyYwfFGv1ZP5e,Galantis,Gold Dust,Pharmacy,2015,234255,51.000000,0.242000,0.746000,2,1,0.128000,127.997000,"electronic,beautiful,swedish,awesome",electronic,en,7G9IqL1VPeEgmpC0
7GIMuErkq7Y6D8e9,7cKQE2K6ggLByzlIMtCxzu,Luke Sital-Singh,Bottled Up Tight,The Fire Inside,2014,200253,31.000000,0.556000,0.537000,2,1,0.521000,89.404000,"british,folk,male,2014 single",folk,en,7GIMuErkq7Y6D8e9
7GIjbkULzIUT9TGA,7yUzBfgSK6zO0qGkj6SnQ4,Christine and the Queens,Narcissus is Back,Chaleur Humaine,2014,208821,40.000000,0.773000,0.699000,2,1,0.385000,118.073000,"electropop,fip,pop,indie,french,pop,fip","electropop,pop,pop",en,7GIjbkULzIUT9TGA
7Ge0eXettIfPkAVg,6DKuepo9Spio7VmAiw0tZx,Pixies,Greens and Blues,Indie Cindy,2014,226773,32.000000,0.473000,0.789000,7,1,0.626000,95.981000,"alternative rock,indie,alternative,indie rock","alternative rock,indie rock",en,7Ge0eXettIfPkAVg
7Gsb7yKtAJNCvWez,2hloaUoRonYssMuqLCBLTX,Ariana Grande,bloodline,"thank u, next",2019,216893,74.000000,0.758000,0.665000,2,0,0.643000,151.976000,"pop,bop,farofa,love at first listen,best of 2019",pop,en,7Gsb7yKtAJNCvWez
7HPfcm1RIZFFBYca,00akdRx173lGDFFzMAIv1f,Tegan and Sara,I'm Not Your Hero,Heartthrob,2013,231133,41.000000,0.731000,0.739000,9,1,0.689000,121.980000,"indie,canadian,indie pop,female vocalists",indie pop,en,7HPfcm1RIZFFBYca
7HfSLQCHhCmA4LD7,0P09YMIzBis1yEcGsjMTFs,Demi Lovato,Hold Up,Unbroken,2011,171280,31.000000,0.635000,0.881000,9,1,0.662000,128.989000,"pop,dance,demi lovato,addictive",pop,en,7HfSLQCHhCmA4LD7
7I0SNqYAVs4StrdH,0afhq8XCExXpqazXczTSve,Ed Sheeran,Galway Girl,÷ (Deluxe),2017,170827,78.000000,0.624000,0.876000,9,1,0.781000,99.943000,"pop,british,ed sheeran",pop,en,7I0SNqYAVs4StrdH
7I634VNkk48XDttP,1hlSU2dSXytehUIWL16kao,Syn Cole,Miami 82 - Lucas Silow Remix,Miami 82 (Remixes),2014,271875,53.000000,0.645000,0.912000,5,1,0.379000,128.017000,"electronic,house,dance","electronic,house",en,7I634VNkk48XDttP
7IFiF9ucT854r0ro,04JI92cNRM2QUIgFZwNCx6,Austin Mahone,Better with You,For Me+You,2016,234173,41.000000,0.778000,0.559000,5,0,0.506000,99.983000,"pop,male vocalists,love at first listen,2016",pop,en,7IFiF9ucT854r0ro
7IOEpFM3tZumKiXa,2euoCQYmueZoOEKAcKHbnb,Archy Marshall,Empty Vessels,A New Place 2 Drown,2015,209127,25.000000,0.431000,0.449000,0,1,0.410000,105.999000,"electronic,singer-songwriter,hip-hop,experimental","electronic,singer-songwriter,experimental",en,7IOEpFM3tZumKiXa
7Ib0aQcqfb9ydKor,3CuscN8itbT86pQFKQMIk7,The Lumineers,Where The Skies Are Blue,Cleopatra (Deluxe),2016,140120,51.000000,0.569000,0.477000,9,1,0.552000,132.423000,"folk,indie,folk rock,rock,american","folk,folk rock,rock",en,7Ib0aQcqfb9ydKor
7Irw1ieYmLkOBOa3,00NAQYOP4AmWR549nnYJZu,The Weeknd,Secrets,Starboy,2016,265600,66.000000,0.665000,0.771000,0,1,0.764000,109.945000,"rnb,amazing,dance,pop",pop,en,7Irw1ieYmLkOBOa3
7IyjHHSwPmk0db97,5HR1TFot7cGc7TmLOjd49N,Danger Incorporated,Forever,Are You Afraid of the Danger Boys?,2016,220606,51.000000,0.558000,0.493000,10,0,0.066600,105.056000,"cloud rap,rap,hip-hop,experimental","rap,experimental",en,7IyjHHSwPmk0db97
7J8c1Tckmgm2b3vu,3ceihRUljV1eSM1plIjsB6,Little Dragon,Lover Chanting (Edit),Lover Chanting (Jayda G Remix),2018,205465,47.000000,0.865000,0.762000,0,1,0.896000,118.005000,"trip-hop,electronic,chillout,female vocalists,swedish",electronic,en,7J8c1Tckmgm2b3vu
7JQZ8tDyvumwNsoJ,64tbqUNIhASm95WeNwD5mI,Him,For You,Greatest Lovesongs Vol. 666,2014,240176,26.000000,0.190000,0.836000,4,0,0.477000,200.131000,"love metal,finnish,rock,metal","rock,metal",en,7JQZ8tDyvumwNsoJ
7JScpSK4sE5JodHb,6JOlNkT0QdHeZB0wPbI9IR,David Guetta,Turn Me On,Nothing But the Beat 2.0,2011,199689,50.000000,0.703000,0.786000,8,1,0.475000,127.954000,"pop,dance,2012,christian alexander tietgen",pop,en,7JScpSK4sE5JodHb
7JTzSjGC6ZRJKHRd,2e4jB31WcGsxKL1ByqdZCq,Melanie Martinez,Sippy Cup,Cry Baby (Deluxe),2015,195067,60.000000,0.715000,0.651000,5,1,0.733000,134.914000,"uk bass,electropop,pop,alternative","electropop,pop",en,7JTzSjGC6ZRJKHRd
7KG9VYeMEzp4Z7ej,7iQmD0bfguAQOpU1V3Bp8w,Noel Gallagher's High Flying Birds,Holy Mountain,Who Built The Moon?,2017,234880,42.000000,0.429000,0.974000,1,1,0.724000,137.010000,"rock,britpop,british,alternative rock","rock,britpop,alternative rock",en,7KG9VYeMEzp4Z7ej
7KJBIgdkgswej1NO,4lL2gPrJgA8fIK0BXO3gtM,Morrissey,Lover-To-Be,Low in High School (Deluxe Edition),2017,248800,17.000000,0.682000,0.726000,11,0,0.770000,120.064000,"indie,british,alternative,rock,80s,indie,british,alternative",rock,en,7KJBIgdkgswej1NO
7KWU8Q1eNln2mqpU,7jLvQbNLLkDGRfB7xZdGok,Beck,Waking Light,Morning Phase,2014,300747,41.000000,0.274000,0.540000,8,1,0.186000,127.007000,"indie,rock,folk rock,psychedelic rock","rock,folk rock,psychedelic rock",en,7KWU8Q1eNln2mqpU
7KWv05tDShhDLVEm,4fnctse2eIRf7dvOhIGO4P,The 1975,Somebody Else - Alt Edit,Somebody Else (Alt Edit),2016,241973,40.000000,0.656000,0.832000,0,1,0.581000,101.022000,"indie,indie rock,british,alternative",indie rock,en,7KWv05tDShhDLVEm
7Kql0FdILQAH48fe,5y7IfSDhBHFVnlGj1UrlA1,Red Hot Chili Peppers,Detroit,The Getaway,2016,226640,56.000000,0.439000,0.885000,4,1,0.495000,92.738000,"rock,funk metal,funk rock,pop","rock,funk metal,funk rock,pop",en,7Kql0FdILQAH48fe
7LDyD5sQWphZRfW9,4U1TYTYFoFXfhTEGwLlTH1,Dua Lipa,Room for 2,Room For 2,2016,208689,52.000000,0.536000,0.488000,9,1,0.382000,75.761000,"pop,soul,amazing,rnb","pop,soul",en,7LDyD5sQWphZRfW9
7LGd2bga52aOD4V0,7yVCPF2RjQaQkPV0SylA5p,Beck,Dreams - Colors Mix,Colors,2017,296996,42.000000,0.589000,0.902000,9,1,0.674000,114.011000,"alternative,indie,singer-songwriter,rock,indie rock","singer-songwriter,rock,indie rock",en,7LGd2bga52aOD4V0
7LT7loQoyPXTE9UT,3IgEBvsRPG9YlK0VO2ABvO,Archive,Bright Lights,The False Foundation,2016,219400,10.000000,0.540000,0.217000,9,0,0.101000,94.505000,"trip-hop,electronic,progressive rock,alternative,ambient,trip-hop,electronic,alternative","electronic,progressive rock,ambient,electronic",en,7LT7loQoyPXTE9UT
7LYGdolAgPv9nlw8,2i27IazgPge4Q08c6YYhk0,Millencolin,Sour Days,SOS,2019,187277,41.000000,0.443000,0.965000,9,1,0.634000,170.157000,"rock,alternative rock,pop punk","rock,alternative rock,pop punk",en,7LYGdolAgPv9nlw8
7LYu0Xc5rBP6zKS2,2tVLZMZTzhZCk7U00dF9J9,Tom Rosenthal,Throw the Fear,Fenn,2017,160768,33.000000,0.741000,0.584000,1,0,0.506000,126.998000,"folk,indie,singer-songwriter,british","folk,singer-songwriter",en,7LYu0Xc5rBP6zKS2
7MLiES4OqcDUGY64,05Hlsb8RSbh1AVmpTt7cNH,Dido,End of Night,Girl Who Got Away (Deluxe),2013,238853,25.000000,0.680000,0.638000,4,0,0.868000,95.991000,"pop,british,english lyrics,perfect",pop,en,7MLiES4OqcDUGY64
7MWtOlugS62UZUxt,6bNpHptMGCWuBeeAzS8XfE,Boy Epic,Kanye's in My Head,Kanye's in My Head,2017,203811,34.000000,0.471000,0.736000,0,1,0.473000,68.867000,"pop,american,indie,dance",pop,en,7MWtOlugS62UZUxt
7MjqzEczJpzJ7fmA,5N2nOXRF2IN5q42It6EJPJ,RuPaul,Responsitrannity (Matt Pop Edit),"Essential, Vol. 2",2017,210733,30.000000,0.643000,0.942000,0,1,0.949000,127.997000,"dance,pop,drag queens,diva,rupauls drag race",pop,en,7MjqzEczJpzJ7fmA
7NNZGwTUiGgDX66g,7GjqYy6pvvGe2xq5Bhe3OL,Foxygen,Mattress Warehouse,…And Star Power,2014,266120,22.000000,0.591000,0.594000,2,1,0.536000,132.855000,"psychedelic,psychedelic rock,psychedelic pop,indie pop,indie","psychedelic rock,indie pop",en,7NNZGwTUiGgDX66g
7NSW901Ap16nGSsU,7ImF03kcDoiVrctNs6TDYE,Koethe,Amber,I Am,2018,301793,28.000000,0.456000,0.668000,5,0,0.227000,101.994000,"indie,folk,acoustic,indie folk","folk,indie folk",en,7NSW901Ap16nGSsU
7NWSoInSecU2B9Iq,3MHbD8yCoF37QuUN3qFaVc,Kerli,Can't Control the Kids,Utopia,2013,188240,16.000000,0.632000,0.972000,2,1,0.323000,128.022000,"pop,dance,epic,electropop","pop,electropop",en,7NWSoInSecU2B9Iq
7NYS4CmsGUtmSRxW,6Rt6KwuF7I8ZkdZG2G0bYr,Sufjan Stevens,Carrie & Lowell,Carrie & Lowell,2015,284131,61.000000,0.519000,0.145000,3,1,0.487000,158.975000,"indie,folk,indie folk,acoustic","folk,indie folk",en,7NYS4CmsGUtmSRxW
7NlPtMoPy4e8Snbs,3clUf4wEs3mi376t22NbSs,Ava Max,My Way - Julius Jetson Remix,My Way,2018,196955,29.000000,0.695000,0.799000,7,1,0.497000,122.040000,"pop,electropop,female vocalists","pop,electropop",en,7NlPtMoPy4e8Snbs
7NliRYWaVdMxcTQC,32jNxnHEdW0R152i2MFLIC,Meghan Trainor,I Won't Let You Down,Thank You (Deluxe Version),2017,200013,41.000000,0.689000,0.725000,5,1,0.865000,102.902000,"pop,dance,cute lyrics,meghan",pop,en,7NliRYWaVdMxcTQC
7O8IsLr2C0zORzqw,0pDeiddexP7L7a3q8FwBqO,Alice Merton,Learn To Live,Mint,2019,239568,33.000000,0.516000,0.678000,10,0,0.681000,136.935000,"pop,unbridled optimism",pop,en,7O8IsLr2C0zORzqw
7OJutP2b13nSaJLW,7hcTDiSvZADSnodUm5SPTv,Christopher,Told You So,Told You So,2014,211973,39.000000,0.740000,0.530000,8,1,0.428000,108.107000,"pop,danish",pop,en,7OJutP2b13nSaJLW
7OekP4DTJ1ShClGv,5AnVuHLmgipXkFmBvj2Q6H,"Tyler, the Creator",Colossus,Wolf,2013,213320,53.000000,0.442000,0.600000,2,1,0.725000,82.462000,"hip-hop,rap,alternative hip-hop,10s",rap,en,7OekP4DTJ1ShClGv
7OwexGS8HLGR1sS8,68o8UWzJ8MbYoaFvExaPfl,Madonna,Turn Up the Radio,MDNA (Deluxe Version),2012,226560,29.000000,0.694000,0.598000,7,1,0.394000,126.966000,"pop,dance,party,electronic","pop,electronic",en,7OwexGS8HLGR1sS8
7OzVD8IeM1k1yxlK,3BpUZB0tw4zNmG3Iw1mclL,Soccer Mommy,Your Dog,Clean,2018,194009,56.000000,0.652000,0.669000,11,0,0.769000,115.047000,"lo-fi,indie,singer-songwriter,alternative,singer-songwriter,indie pop,lo-fi","lo-fi,singer-songwriter,singer-songwriter,indie pop,lo-fi",en,7OzVD8IeM1k1yxlK
7P97pQ3eXXuR2ku3,43l8BalXmo4y50runkgJEh,Rush,Caravan,Clockwork Angels,2012,339800,35.000000,0.510000,0.917000,9,0,0.522000,126.789000,"progressive rock,rock,hard rock,rush,classic rock","progressive rock,rock,hard rock,classic rock",en,7P97pQ3eXXuR2ku3
7P9ezKfEOzOQrck6,6ZsiiuWJucOkC9UOkMssFj,As It Is,Winter's Weather,"Never Happy, Ever After (Deluxe Edition)",2016,196880,31.000000,0.449000,0.907000,2,1,0.333000,83.791000,"rock,punk,pop,brighton,pop punk,pop punk,rock,pop","rock,punk,pop,pop punk,pop punk,rock,pop",en,7P9ezKfEOzOQrck6
7PCTOXUwR2lO6jQy,3F75QBQwe1j5b6KK6KwEAE,Michael Jackson,Say Say Say,Michael Jackson and the Broken Mirror (Michael Jackson Hits Dissolved),2017,276511,1.000000,0.518000,0.996000,10,0,0.066400,99.954000,"pop,michael jackson,80s,chillout",pop,en,7PCTOXUwR2lO6jQy
7PJ03vwYiA5WDV6q,5KiyvYs4vzu7neuWv5csmm,Adore Delano,Bold As Love,After Party,2016,212100,23.000000,0.565000,0.884000,9,1,0.344000,130.017000,"pop,drag queen,hip hop,electropop","pop,hip hop,electropop",en,7PJ03vwYiA5WDV6q
7Pg5wxB8YYtxIiT7,1QWJmDzpPKqewtg0abEyq8,Cher,Mamma Mia,Mamma Mia! Here We Go Again (Original Motion Picture Soundtrack),2018,231480,61.000000,0.681000,0.655000,0,1,0.901000,124.996000,"pop,female vocalists,80s,dance,rock","pop,rock",en,7Pg5wxB8YYtxIiT7
7Q9xXHvdWnwA4CvW,0yQqmcnSueX9hLctoHNr8o,Laura Marano,Dance Like Nobody's Watching,Austin & Ally: Take It from the Top (Music from the TV Series),2015,192813,38.000000,0.639000,0.854000,7,1,0.509000,128.018000,"pop,american,female",pop,en,7Q9xXHvdWnwA4CvW
7QjNgqnpv0SIzwXS,0MkildndBWPKodh0k6Ly20,Crystal Stilts,Star Crawl,Nature Noir,2013,226485,22.000000,0.329000,0.773000,10,1,0.321000,82.740000,"rock,psychedelic rock,psychedelic,post-rock,noise pop,post-punk,shoegaze,psychedelic","rock,psychedelic rock,post-rock,noise pop,post-punk,shoegaze",en,7QjNgqnpv0SIzwXS
7QlDTqDg0By8m55j,22z9GL53FudbuFJqa43Nzj,Infected Mushroom,I Wish,I Wish (feat. WhyNot Music & Jay Jenner),2018,171436,49.000000,0.591000,0.871000,3,0,0.280000,123.939000,"electronic,electro,dance,psytrance,trance,electronic,psytrance,trance","electronic,electro,trance,electronic,trance",en,7QlDTqDg0By8m55j
7RBRRxBKeaqMoxEF,1fSWe98SeM0TlBQEr4HD7I,The Pigeon Detectives,Wolves,Broken Glances,2017,224760,33.000000,0.490000,0.571000,9,0,0.190000,113.326000,"indie rock,indie,british,2017,britpop,alternative","indie rock,britpop",en,7RBRRxBKeaqMoxEF
7RFhWlDB8Z0Qmkj7,5YC0tUmxklulsxM2etD5HK,Kerli,Mimicry,Shadow Works,2019,274500,33.000000,0.473000,0.654000,9,0,0.117000,160.134000,"2019,alternative,pop,electronic,female vocalists,estonian","pop,electronic",en,7RFhWlDB8Z0Qmkj7
7Rdm7I8OOitHwCTi,0SrCokfLVXjRV94KpP3iPm,Katy Perry,Pearl,Katy Perry - Teenage Dream: The Complete Confection,2012,247627,42.000000,0.559000,0.577000,0,1,0.219000,116.126000,"pop,female vocalists,katy perry,electronic","pop,electronic",en,7Rdm7I8OOitHwCTi
7RuJcwIhYdiHn06h,4bvRBsTPIzvILjjeSt8klB,Sevyn Streeter,Translation,Girl Disrupted,2017,233447,37.000000,0.715000,0.534000,1,1,0.465000,109.955000,"rnb,soul,pop,female vocalists","soul,pop",en,7RuJcwIhYdiHn06h
7SPUQWPuCY6tnKhz,7liAsSoPr2URgp7A0Te6wN,Tegan and Sara,Hang on to the Night,Love You to Death,2016,209587,34.000000,0.639000,0.663000,2,1,0.360000,156.081000,"indie,female vocalists,indie pop,canadian,alternative,indie,female vocalists,canadian",indie pop,en,7SPUQWPuCY6tnKhz
7SWIyUBZAYMDFW6u,7AmqsOaZc5dQG3uL0tYE1w,Julia Marcell,Matrioszka,June,2011,215093,18.000000,0.635000,0.670000,0,1,0.520000,153.134000,"polish,alternative,female vocalists,singer-songwriter",singer-songwriter,en,7SWIyUBZAYMDFW6u
7T18G9fVXZigDZbv,4rfaoyaZvNa60cj3OKSQV9,Twenty One Pilots,Migraine,Vessel,2013,239015,66.000000,0.690000,0.678000,0,1,0.409000,173.995000,"indie pop,indie",indie pop,en,7T18G9fVXZigDZbv
7TQcDPXjZS8hxXTf,7ciLq0Cip0yxiz6KANrOUq,DNCE,Toothbrush,DNCE,2016,231813,69.000000,0.558000,0.801000,7,1,0.831000,105.006000,"pop,dance",pop,en,7TQcDPXjZS8hxXTf
7TTPpNjvr4oqjCM4,3Z1j5eLUK8Yhd76g4WhLEP,Scorpions,We Built This House,Return to Forever,2015,233893,22.000000,0.576000,0.738000,4,0,0.324000,124.043000,"rock,hard rock,scorpions","rock,hard rock",en,7TTPpNjvr4oqjCM4
7TssOtIl1GzfCGZM,6axvsEl14rlaUWKEt9CSFR,Maggie Rogers,The Knife,Heard It In A Past Life,2019,239333,57.000000,0.664000,0.753000,11,0,0.786000,95.036000,"pop,folk,singer-songwriter,indie pop","pop,folk,singer-songwriter,indie pop",en,7TssOtIl1GzfCGZM
7UMYhcKSCMt2idnT,0RR8wuHHc5NqSFxhPDDBNV,Led Zeppelin,Communication Breakdown,The Complete BBC Sessions,2016,191827,53.000000,0.367000,0.779000,9,1,0.794000,90.354000,"classic rock,hard rock,rock,led zeppelin,70s","classic rock,hard rock,rock",en,7UMYhcKSCMt2idnT
7URBJoD4x79qJMAQ,4cP73zWOPmZi0xv3TkCwg6,Foxing,Crown Candy,Nearer My God,2018,248241,26.000000,0.500000,0.573000,8,0,0.244000,110.044000,"alternative,rock,indie rock","rock,indie rock",en,7URBJoD4x79qJMAQ
7UWNt8dPRlamfsSC,2MCKuUXcIGjyfDvkwu6bcK,Lambchop,This Is What I Wanted to Tell You,This (Is What I Wanted to Tell You),2019,235373,23.000000,0.728000,0.465000,0,1,0.401000,111.993000,"alt-country,indie,americana,nashville,country,alt-country,indie,americana",country,en,7UWNt8dPRlamfsSC
7Uq0RA9tb84NrimP,6vkL4147WP0E8AUuQUyNDd,Cavetown,it's u,Lemon Boy,2018,252708,55.000000,0.614000,0.364000,6,1,0.148000,120.077000,"17,bajki,mrc,indie,pop,electronic","pop,electronic",en,7Uq0RA9tb84NrimP
7UyogQcFbD2GQMbg,1rS3g0pYnbnwTtj3A4OvXP,San Holo,show me,album1,2018,341476,57.000000,0.474000,0.731000,0,1,0.087600,135.056000,"electronic,house,trap,midtempo,future bass,chill trap","electronic,house",en,7UyogQcFbD2GQMbg
7VNZQ3M6V4rNXAQP,4ekfFf20X78toFeD2BtdLq,Clare Maguire,Sweet Lie,Light After Dark,2011,235961,2.000000,0.536000,0.710000,2,0,0.329000,92.517000,"pop,perfect",pop,en,7VNZQ3M6V4rNXAQP
7VW8XuauAzKIBfSO,2wiOIhuOzJyhmnZ53leyJn,Stateless,Miles To Go,Matilda,2011,263133,25.000000,0.586000,0.701000,7,0,0.243000,135.659000,"melancholic,intelligent,polveka do leta,electronic,trip-hop,electronic,downtempo","electronic,electronic,downtempo",en,7VW8XuauAzKIBfSO
7W5L6xjslpNAcYLj,3kdMzXOcrDIdSWLdONHNK5,Foo Fighters,Concrete and Gold,Concrete and Gold,2017,244573,65.000000,0.358000,0.549000,11,0,0.533000,130.733000,"2017,rock,alternative rock,grunge,alternative","rock,alternative rock,grunge",en,7W5L6xjslpNAcYLj
7WIUxU1V70S8bnKQ,3uCZ4IqMY54A0jxRkyPGPl,Lena,Thank you,thank you,2018,194569,60.000000,0.802000,0.712000,9,1,0.585000,112.018000,"pop,german",pop,en,7WIUxU1V70S8bnKQ
7WMFIr9osf1A4Wgl,7ucULWnzQs4cXd96dQrmIx,Punchnello,Detox,Detox,2017,159947,24.000000,0.665000,0.651000,0,1,0.299000,122.075000,"rap,khh,highgrnd,hip-hop",rap,en,7WMFIr9osf1A4Wgl
7WlJlI3DM1xFI08M,6DxC5PUiVbQJYG7WwoVxyI,Promises Ltd.,Days of Lavender,Promises Ltd.,2016,385687,34.000000,0.628000,0.834000,8,0,0.576000,101.896000,"electronic,alternative,synthpop,synth","electronic,synthpop",en,7WlJlI3DM1xFI08M
7Wqnm7aA04vVK8GF,5qdpn7Qm3rTOQPbC8VXT0t,Ab-Soul,YMF,Do What Thou Wilt.,2016,350219,44.000000,0.666000,0.620000,0,1,0.120000,129.937000,"hip-hop,rap,underground hip-hop,west coast rap,experimental hip-hop,abstract hip-hop","rap,west coast rap",en,7Wqnm7aA04vVK8GF
7WtRWmkJ1yveZrob,78TTtXnFQPzwqlbtbwqN0y,"Rihanna, Kanye West, Paul McCartney",FourFiveSeconds,FourFiveSeconds,2015,188238,75.000000,0.576000,0.267000,2,1,0.326000,205.888000,pop,pop,en,7WtRWmkJ1yveZrob
7XVFDNgg1CutevGT,2D20D6gxMn8iJV4ij30DIV,Tove Lo,Habits (Stay High) - The Chainsmokers Radio Edit,Habits (Stay High) [The Chainsmokers Radio Edit],2014,264920,45.000000,0.694000,0.829000,10,1,0.038800,128.023000,"pop,swedish,electronic,female vocalists,indie","pop,electronic",en,7XVFDNgg1CutevGT
7XlE5lfuyNxTVuqZ,1GWRnDD4CMqIkUse4DhFwi,Milo Greene,When It's Done,Control,2015,174427,16.000000,0.655000,0.933000,1,0,0.413000,159.962000,"indie,folk,indie folk,acoustic,2015","folk,indie folk",en,7XlE5lfuyNxTVuqZ
7YWMVdB4rVp6Z4pg,2mKtxLxiekDg8kH64LtTHK,Sam Evian,Next to You,Next to You (feat. Kazu Makino),2018,265357,43.000000,0.671000,0.456000,10,0,0.575000,103.028000,"rock,indie rock,dream pop","rock,indie rock,dream pop",en,7YWMVdB4rVp6Z4pg
7YpxS1d9tUxnQTg9,7seTcUFOhn5caSDbiSfsp0,Ne-Yo,She Knows,Non-Fiction (Deluxe),2015,214726,61.000000,0.706000,0.572000,8,0,0.574000,139.982000,"rnb,10s,2014,pop,rnb,soul,ne-yo","pop,soul",en,7YpxS1d9tUxnQTg9
7YxmxYEdSLKeL4yy,188qYgObWS3TfCPiT0IAun,Chad VanGaalen,Peace On The Rise,Diaper Island,2011,268053,37.000000,0.647000,0.610000,5,0,0.039500,107.166000,"indie,rock,indie rock","rock,indie rock",en,7YxmxYEdSLKeL4yy
7Z51azBBTDQbIYSg,1h11CpDHhWudJaToXtzo0P,Good Morning,Escalator,Escalator,2018,214094,32.000000,0.678000,0.503000,4,1,0.657000,107.813000,"lo-fi,indie",lo-fi,en,7Z51azBBTDQbIYSg
7Z6Q3L1OnrDJLAhg,3rUp2KF3as0V3EQfXUDmHI,Ariel Pink,Feels Like Heaven,Dedicated To Bobby Jameson,2017,196107,40.000000,0.477000,0.847000,2,1,0.430000,121.251000,"indie pop,alternative",indie pop,en,7Z6Q3L1OnrDJLAhg
7ZgSNZktSbQl3rlL,3cH7jsQPVMpG81PpRQbi1O,Miriam Rodríguez,Passengers,Cicatrices,2018,185227,36.000000,0.515000,0.672000,6,0,0.552000,172.071000,"pop,spanish,female vocalists,spain,spanish pop,operacion triunfo","pop,spanish pop",en,7ZgSNZktSbQl3rlL
7ZvqnrNgZkMPilpf,6QkxqVvL9XJLNW3pOqnQOE,Crywolf,Ultraviolent [she sang to me a language strange],widow [OBLIVIØN Pt. I],2019,254402,28.000000,0.183000,0.365000,2,1,0.143000,194.331000,"electronic,dubstep","electronic,dubstep",en,7ZvqnrNgZkMPilpf
