rank,track_id,lead_genre,matched_genres,matched_tags,final_score,tempo_similarity,tempo_contribution,loudness_similarity,loudness_contribution,key_similarity,key_contribution,mode_similarity,mode_contribution,lead_genre_similarity,lead_genre_contribution,genre_overlap_similarity,genre_overlap_contribution,tag_overlap_similarity,tag_overlap_contribution
348,TRACYXW128F4297569,hard rock,hard rock|rock|classic rock|80s,hard rock|rock|classic rock|80s,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
349,TRADESF128F4214D8E,hard rock,hard rock|rock|80s|classic rock,hard rock|rock|80s|classic rock,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
350,TRAFAEO128F92E9A19,hip-hop,80s|rock|classic rock|hard rock,80s|rock|classic rock|hard rock,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
351,TRAFXYN128F148B3B4,hard rock,hard rock|rock|80s|classic rock,hard rock|rock|80s|classic rock,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
352,TRAJPUF128E0784808,hard rock,hard rock|classic rock|rock|80s,hard rock|classic rock|rock|80s,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
353,TRAKAGL128F148B3B7,hard rock,hard rock|rock|classic rock|80s,hard rock|rock|classic rock|80s,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
354,TRANBMY128F426416A,hard rock,hard rock|rock|80s|classic rock,hard rock|rock|80s|classic rock,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
355,TRANWZE128E078EE09,grunge,rock|80s|hard rock|classic rock,rock|80s|hard rock|classic rock,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
356,TRAPQQI128F1460D64,glam rock,hard rock|classic rock|rock|80s,hard rock|classic rock|rock|80s,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
357,TRAQJGB128F426A9B6,blues rock,rock|classic rock|80s|hard rock,rock|classic rock|80s|hard rock,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
358,TRASOFS128F4243346,hair metal,80s|rock|hard rock|classic rock,80s|rock|hard rock|classic rock,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
359,TRAVFEW128F92E2B47,hard rock,hard rock|rock|classic rock|80s,hard rock|rock|classic rock|80s,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
360,TRAWEDC128F14A2EBA,hard rock,hard rock|rock|80s|classic rock,hard rock|rock|80s|classic rock,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
361,TRAYKTU128F934C82A,heavy metal,hard rock|rock|classic rock|80s,hard rock|rock|classic rock|80s,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
362,TRAYUCR128E078EE0F,grunge,rock|hard rock|80s|classic rock,rock|hard rock|80s|classic rock,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
363,TRAZCOT128E0792471,hard rock,hard rock|rock|80s|classic rock,hard rock|rock|80s|classic rock,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
364,TRAZJRY128EF347CD8,hard rock,hard rock|rock|80s|classic rock,hard rock|rock|80s|classic rock,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
365,TRAZJUH128F934465B,hard rock,hard rock|rock|80s|classic rock,hard rock|rock|80s|classic rock,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
366,TRAZUKY128F426C8BC,hard rock,hard rock|rock|80s|classic rock,hard rock|rock|80s|classic rock,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
367,TRBGHND128E079438C,hard rock,hard rock|classic rock|rock|80s,hard rock|classic rock|rock|80s,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
368,TRBHEVR128F4263CE0,hard rock,hard rock|80s|rock|classic rock,hard rock|80s|rock|classic rock,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
369,TRBHLXQ128E07856AC,hard rock,hard rock|rock|80s|classic rock,hard rock|rock|80s|classic rock,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
370,TRBIFWB128F1460D8C,hard rock,hard rock|80s|rock|classic rock,hard rock|80s|rock|classic rock,0.334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546343,0.16887,0.505048,0.165288
371,TRAIXFB128F423C5A8,post-punk,new wave|80s|rock|classic rock,new wave|80s|rock|classic rock,0.333868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545869,0.168723,0.50461,0.165145
372,TRAKXJS12903CE0434,80s,80s|new wave|rock|classic rock,80s|new wave|rock|classic rock,0.333868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545869,0.168723,0.50461,0.165145
373,TRBDBGX128F92F3BC9,punk,rock|classic rock|80s|new wave,rock|classic rock|80s|new wave,0.333868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545869,0.168723,0.50461,0.165145
374,TRAVWZA128F931F36E,canadian,rock|pop|80s|hard rock|new wave,rock|pop|80s|hard rock|new wave,0.331672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.542278,0.167613,0.50129,0.164059
375,TRBBCVJ128F425BE2C,rock,rock|hard rock|progressive rock,rock|hard rock|progressive rock,0.328048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.348989,0.107869,0.32261,0.105581
376,TRBCUPT128F1462B73,rock,rock|hard rock|progressive rock,rock|hard rock|progressive rock,0.328048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.348989,0.107869,0.32261,0.105581
377,TRABLMN128E0792687,rock,rock|pop,rock|pop,0.325043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.344074,0.10635,0.318067,0.104095
378,TRABNEX128F92C9DEA,rock,rock|pop,rock|pop,0.325043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.344074,0.10635,0.318067,0.104095
379,TRADXCF128EF357134,rock,rock|pop,rock|pop,0.325043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.344074,0.10635,0.318067,0.104095
380,TRAETLW128F92C44F3,rock,rock|pop,rock|pop,0.325043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.344074,0.10635,0.318067,0.104095
381,TRAGSGF128E0780CA7,rock,rock|pop,rock|pop,0.325043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.344074,0.10635,0.318067,0.104095
382,TRAHIJE128F4243356,rock,rock|pop,rock|pop,0.325043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.344074,0.10635,0.318067,0.104095
383,TRAILUH128E0784D6D,rock,rock|pop,rock|pop,0.325043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.344074,0.10635,0.318067,0.104095
384,TRAMRFE128F4267DF3,rock,rock|pop,rock|pop,0.325043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.344074,0.10635,0.318067,0.104095
385,TRANBUW128F933C645,rock,rock|pop,rock|pop,0.325043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.344074,0.10635,0.318067,0.104095
386,TRAOJZU128F93211FA,rock,rock|pop,rock|pop,0.325043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.344074,0.10635,0.318067,0.104095
387,TRAPGAG128F42ADAF7,rock,rock|pop,rock|pop,0.325043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.344074,0.10635,0.318067,0.104095
388,TRASSZI128F146EC5F,rock,rock|pop,rock|pop,0.325043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.344074,0.10635,0.318067,0.104095
389,TRATRMZ128F42A9AAC,rock,rock|pop,rock|pop,0.325043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.344074,0.10635,0.318067,0.104095
390,TRAUMIT128F424DA18,rock,rock|pop,rock|pop,0.325043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.344074,0.10635,0.318067,0.104095
391,TRAWCQE128F14676AC,rock,rock|pop,rock|pop,0.325043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.344074,0.10635,0.318067,0.104095
392,TRBBSGI128F9309855,rock,rock|pop,rock|pop,0.325043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.344074,0.10635,0.318067,0.104095
393,TRBCKSF128F932FA70,rock,rock|pop,rock|pop,0.325043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.344074,0.10635,0.318067,0.104095
394,TRBEKGR128F425DA44,rock,rock|hard rock|80s,rock|hard rock|80s,0.322206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.339436,0.104917,0.313779,0.102691
395,TRBBHPQ128F145A7F8,80s,80s|rock|classic rock,80s|rock|classic rock|singer-songwriter,0.315792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495751,0.153232,0.496711,0.16256
396,TRAHPBP128E079367D,blues rock,rock|classic rock|progressive rock,rock|classic rock|progressive rock,0.309058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505304,0.156185,0.467111,0.152873
397,TRAJTDG128E0792698,psychedelic,rock|progressive rock|classic rock,rock|progressive rock|classic rock,0.309058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505304,0.156185,0.467111,0.152873
398,TRAPWXY128F14B0901,masterpieces,classic rock|progressive rock|rock,classic rock|progressive rock|rock,0.309058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505304,0.156185,0.467111,0.152873
399,TRAQDXL128F4260EB8,guitar virtuoso,rock|classic rock|progressive rock,rock|classic rock|progressive rock,0.309058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505304,0.156185,0.467111,0.152873
400,TRBEBUU128F92C945D,masterpieces,classic rock|progressive rock|rock,classic rock|progressive rock|rock,0.309058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505304,0.156185,0.467111,0.152873
401,TRADYQK128F42A762A,alternative rock,rock|progressive rock|hard rock|pop,rock|progressive rock|hard rock|pop,0.306861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501713,0.155075,0.463791,0.151786
402,TRAFUKW12903CD802A,rock,rock|80s,rock|singer-songwriter|80s,0.30384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.288843,0.089279,0.305443,0.099963
403,TRBDGXH128F92E1661,punk,rock|80s|classic rock,rock|80s|classic rock,0.303214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495751,0.153232,0.458279,0.149982
404,TRBDWRY128F427991E,blues,classic rock|80s|rock,classic rock|80s|rock,0.303214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495751,0.153232,0.458279,0.149982
405,TRANDHE128F9305CDA,hip-hop,80s|rock|hard rock|pop,80s|rock|hard rock|pop,0.301018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49216,0.152122,0.454959,0.148896
406,TRAAOJI128F1458DCD,80s,80s|new wave|pop|rock,80s|new wave|pop|rock,0.300728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491686,0.151976,0.454521,0.148752
407,TRAAPPQ128F14961F5,new wave,new wave|pop|80s|rock,new wave|pop|80s|rock,0.300728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491686,0.151976,0.454521,0.148752
408,TRABSXW128F4233422,gothic,new wave|rock|80s|pop,new wave|rock|80s|pop,0.300728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491686,0.151976,0.454521,0.148752
409,TRACGXQ128F1457F81,falco,80s|new wave|pop|rock,80s|new wave|pop|rock,0.300728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491686,0.151976,0.454521,0.148752
410,TRAEKCV128E0781A5B,new wave,new wave|80s|pop|rock,new wave|80s|pop|rock,0.300728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491686,0.151976,0.454521,0.148752
411,TRAESWB128F149CB2C,80s,80s|new wave|pop|rock,80s|new wave|pop|rock,0.300728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491686,0.151976,0.454521,0.148752
412,TRAJKXS128F42340B5,new wave,new wave|80s|rock|pop,new wave|80s|rock|pop,0.300728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491686,0.151976,0.454521,0.148752
413,TRAJPPX128F4259FD4,80s,80s|new wave|pop|rock,80s|new wave|pop|rock,0.300728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491686,0.151976,0.454521,0.148752
414,TRAQKVC128F425E65C,punk,rock|80s|new wave|pop,rock|80s|new wave|pop,0.300728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491686,0.151976,0.454521,0.148752
415,TRARKGW128F92EB8F9,new wave,new wave|80s|rock|pop,new wave|80s|rock|pop,0.300728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491686,0.151976,0.454521,0.148752
416,TRARMUI128F147162F,punk,new wave|rock|pop|80s,new wave|rock|pop|80s,0.300728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491686,0.151976,0.454521,0.148752
417,TRAVVZW12903CCEEE7,80s,80s|pop|rock|new wave,80s|pop|rock|new wave,0.300728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491686,0.151976,0.454521,0.148752
418,TRAWYIK12903CB4F3A,new wave,new wave|80s|pop|rock,new wave|80s|pop|rock,0.300728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491686,0.151976,0.454521,0.148752
419,TRAYCIH128E07890B9,post-punk,new wave|80s|rock|pop,new wave|80s|rock|pop,0.300728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491686,0.151976,0.454521,0.148752
420,TRBDNDG128E0782EDC,80s,80s|new wave|pop|rock,80s|new wave|pop|rock,0.300728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491686,0.151976,0.454521,0.148752
421,TRBGLCC128F427FE7D,neue deutsche welle,80s|rock|new wave|pop,80s|rock|new wave|pop,0.300728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491686,0.151976,0.454521,0.148752
422,TRBIAHA128F42A4C9B,80s,80s|new wave|rock|pop,80s|new wave|rock|pop,0.300728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491686,0.151976,0.454521,0.148752
423,TRAIKAW128E0785000,rock,rock|progressive rock,rock|progressive rock,0.297106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.298397,0.092232,0.275842,0.090276
424,TRAMOPU128E07888FD,rock,rock|progressive rock,rock|progressive rock,0.297106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.298397,0.092232,0.275842,0.090276
425,TRAXXVN128E0791AE4,rock,rock|progressive rock,rock|progressive rock,0.297106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315145,0.114598,0.298397,0.092232,0.275842,0.090276
426,TRAIKRJ128F4275BED,pop,pop,pop|singer-songwriter,0.292529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.179612,0.058782
427,TRALJBT128F4266FD8,pop,pop,pop|singer-songwriter,0.292529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.179612,0.058782
428,TRAPWZW128F4292E66,pop,pop,pop|singer-songwriter,0.292529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.179612,0.058782
429,TRATJSR128F4266791,pop,pop,pop|singer-songwriter,0.292529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.179612,0.058782
430,TRAUFLM128F42AECDC,pop,pop,pop|singer-songwriter,0.292529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.179612,0.058782
431,TRAWFTQ12903CAC1FA,pop,pop,pop|singer-songwriter,0.292529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.179612,0.058782
432,TRAYZZB128F425B73A,pop,pop,pop|singer-songwriter,0.292529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.179612,0.058782
433,TRBCJUF128F93190C2,pop,pop,pop|singer-songwriter,0.292529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.179612,0.058782
434,TRBCWNH128F93103EE,pop,pop,pop|singer-songwriter,0.292529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.179612,0.058782
435,TRBEBVZ128F425A660,pop,pop,pop|singer-songwriter,0.292529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.179612,0.058782
436,TRALDYU128F422C336,hard rock,hard rock|rock|classic rock,hard rock|singer-songwriter|rock|classic rock,0.287106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44885,0.138735,0.453355,0.148371
437,TRAPTRH128F4271659,blues,rock|classic rock|hard rock,rock|classic rock|hard rock|singer-songwriter,0.287106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44885,0.138735,0.453355,0.148371
438,TRARPXT128F425FDF9,grunge,rock|classic rock|hard rock,rock|classic rock|hard rock|singer-songwriter,0.287106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44885,0.138735,0.453355,0.148371
439,TRAUXEU12903CD3CD7,punk,rock|hard rock|classic rock,rock|hard rock|classic rock|singer-songwriter,0.287106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44885,0.138735,0.453355,0.148371
440,TRAVMXD12903CBBD0B,blues,classic rock|rock|hard rock,classic rock|rock|hard rock|singer-songwriter,0.287106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44885,0.138735,0.453355,0.148371
441,TRBDSFP128E07937B9,grunge,rock|hard rock|classic rock,rock|hard rock|classic rock|singer-songwriter,0.287106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44885,0.138735,0.453355,0.148371
442,TRATCMK12903CABAC8,electronic,classic rock|pop|progressive rock,classic rock|pop|progressive rock,0.285433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466678,0.144246,0.431404,0.141187
443,TRACUCQ128F92FFBF7,soul,80s|pop|rock,80s|pop|singer-songwriter|rock,0.282652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441567,0.136484,0.446623,0.146168
444,TRAJLEC128F93385A1,80s,80s|pop|rock,80s|pop|rock|singer-songwriter,0.282652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441567,0.136484,0.446623,0.146168
445,TRAAEMJ128F425A917,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
446,TRAASZE128F93499AE,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
447,TRACFDC128F147F1C6,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
448,TRACYCJ128F9309246,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
449,TRADTXQ128F9331913,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
450,TRAHFPA128F14A473A,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
451,TRAHHMV12903CD0B0D,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
452,TRAILTN128F42796DB,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
453,TRAJXYE128F92C9BD7,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
454,TRAKJNX128F92CF428,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
455,TRALIZA128F4233586,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
456,TRALONM128EF35A199,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
457,TRALZTM128F92EC5F0,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
458,TRAMFAS12903CD7030,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
459,TRAMKCK128F4266769,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
460,TRANGYF128E0786C33,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
461,TRANXHZ128F148D4DB,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
462,TRANZLM128F92F741E,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
463,TRAOMYU12903CF2C83,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
464,TRAPDCB128F42824A6,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
465,TRAPFXX128E0785EBA,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
466,TRAPHAH128F42677A4,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
467,TRAQDUR128F931B4E9,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
468,TRAQLOD128F145EC9D,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
469,TRARFSI128F92C5B06,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
470,TRARMYZ128F426150A,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
471,TRARSKA128F9336A04,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
472,TRASQIB128F426693D,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
473,TRATFEN128F14A3A6E,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
474,TRAUGRD128F425E997,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
475,TRAUNPM12903CB7CCC,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
476,TRAVJDB128F93305EB,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
477,TRAVNUK128F92F274F,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
478,TRAWBNP128F42BA71A,pop,pop,pop,0.279951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512987,0.186541,0.152724,0.047206,0.14118,0.046204
