event_id,track_id,spotify_track_id,spotify_artist,spotify_title,interaction_type,signal_source,seed_rank,interaction_count,preference_weight,effective_weight,lead_genre,top_tag,numeric_feature_coverage,lastfm_status
ds001_seed_000397,Fq5MuU8kqrhDf8SM,0h2gzJQBt6duqZD6kWiz4s,Led Zeppelin,Moby Dick,history,ds001_seed_table,397,25,2.5,2.5,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000398,Fq6893EVCjO2JGfu,5hReWjUHqPqkHi31G7izL4,Marvin Gaye,Inner City Blues (Make Me Wanna Holler),history,ds001_seed_table,398,25,2.5,2.5,soul,soul,1,not_applicable_ds001
ds001_seed_000399,FrjEAGwfV6qohKmJ,52Lz3HKBItvMWuSNDBixq3,Yes,It Can Happen,history,ds001_seed_table,399,56,5.6,5.6,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000400,FukIEyjuPCtGdg29,2oDR7QWoLBk9VYMwsFbRGq,Vangelis,Love Theme,history,ds001_seed_table,400,25,2.5,2.5,soundtrack,soundtrack,1,not_applicable_ds001
ds001_seed_000401,FvOVCFo5BXpSz6hv,4EFkvOhgAmlHEfDfvfSoh5,Duran Duran,Girls on Film - 2010 Remaster,history,ds001_seed_table,401,25,2.5,2.5,new wave,new wave,1,not_applicable_ds001
ds001_seed_000402,FvmUxqDYcskY1E1q,1MUsWVRPLaC7ANKcEiMRCl,Elvis Presley,Don't Be Cruel,history,ds001_seed_table,402,50,5.0,5.0,classic rock,rock n roll,1,not_applicable_ds001
ds001_seed_000403,G2hqn1GqBadDO9tM,36573bwqNlXfYksha3cVRP,Ondatrópica,Cumbia Espacial,history,ds001_seed_table,403,10,1.0,1.0,latin,latin,1,not_applicable_ds001
ds001_seed_000404,GAeGNMTGrp6ky2um,2TwsT2UlDAkMn1xVwc7pJx,Herb Alpert,Making Love in the Rain,history,ds001_seed_table,404,25,2.5,2.5,easy listening,easy listening,1,not_applicable_ds001
ds001_seed_000405,GGVEhXe864IozrMK,5HNCy40Ni5BZJFw1TKzRsC,Pink Floyd,Comfortably Numb,history,ds001_seed_table,405,50,5.0,5.0,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000406,GJBMg2XCb4yuAS4b,6mFkJmJqdDVQ1REhVfGgd1,Pink Floyd,Wish You Were Here,history,ds001_seed_table,406,25,2.5,2.5,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000407,GKEJSsK6QMDoi4Xi,7brc41T70B1IIwg2jCIX1Z,Eva Cassidy,Autumn Leaves,history,ds001_seed_table,407,25,2.5,2.5,folk,female vocalists,1,not_applicable_ds001
ds001_seed_000408,GLDZIMHKJSEnN9M3,0i4U1Sd2R7MtEKSAHc9i8b,Bucks Fizz,Making Your Mind Up,history,ds001_seed_table,408,25,2.5,2.5,pop,80s,1,not_applicable_ds001
ds001_seed_000409,GNrw2fxXMSQCpFkn,1FiaulrCVvBxVfDTzkv9DK,Bon Jovi,Dry County,history,ds001_seed_table,409,25,2.5,2.5,rock,rock,1,not_applicable_ds001
ds001_seed_000410,GP6V2MRYCZaiRNQ5,6xdLJrVj4vIXwhuG8TMopk,Queen,Crazy Little Thing Called Love - Remastered 2011,history,ds001_seed_table,410,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000411,GVkoSTvtraE7CcOi,4MJ4El9vcKHOQT2RNIhrh2,Enya,Wild Child,history,ds001_seed_table,411,10,1.0,1.0,new age,new age,1,not_applicable_ds001
ds001_seed_000412,Gax8ea7ti5ssV02T,2L6LeWFHYhcxisYJ9X0Adn,Rainbow,Can't Let You Go,history,ds001_seed_table,412,10,1.0,1.0,hard rock,hard rock,1,not_applicable_ds001
ds001_seed_000413,GbbYeHso7KMaXXZk,1vOgunupwdkhGjoB7SK2Va,ABBA,Two for the Price of One,history,ds001_seed_table,413,50,5.0,5.0,pop,pop,1,not_applicable_ds001
ds001_seed_000414,GftDMSibDGmYAMYT,0hB7p4rUwkpVyNifHxTXXT,Rush,Lessons,history,ds001_seed_table,414,25,2.5,2.5,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000415,GjHCO61P36sw715R,4t9EUCjCPbdfqtOH25k8AU,Harpo,Moviestar,history,ds001_seed_table,415,25,2.5,2.5,pop,70s,1,not_applicable_ds001
ds001_seed_000416,GkKfsxe5mUHNPBoI,2BlPpQDClWGXuYttAmQcBY,Rush,Different Strings,history,ds001_seed_table,416,25,2.5,2.5,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000417,GkxQVCokkwJu1mUk,2RBcYkonAofm0rYycVrCGt,Dire Straits,Lady Writer,history,ds001_seed_table,417,25,2.5,2.5,rock,rock,1,not_applicable_ds001
ds001_seed_000418,GlGiY1p9Axkee04u,1mscYl0vNlVknI51wOWDG7,Sandra,Everlasting Love,history,ds001_seed_table,418,25,2.5,2.5,pop,80s,1,not_applicable_ds001
ds001_seed_000419,GoiGCv8sWd30BXoZ,1QV6tiMFM6fSOKOGLMHYYg,Lady Gaga,Poker Face,history,ds001_seed_table,419,25,2.5,2.5,pop,pop,1,not_applicable_ds001
ds001_seed_000420,GxLaAjrO4k1TGnpU,5JQaG1VrTu4fbieUsDUdrt,Kansas,Play the Game Tonight,history,ds001_seed_table,420,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000421,GyPowvDfyG4dLCZH,7h1YqA5MZrRxmkUFpukRcp,U2,Where The Streets Have No Name - Remastered,history,ds001_seed_table,421,15,1.5,1.5,rock,rock,1,not_applicable_ds001
ds001_seed_000422,H4L3mQqzn4i2LgNG,33lj1WVboFiKGLBdxOzSAl,Boston,We're Ready,history,ds001_seed_table,422,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000423,H7GIxXCEg253Xkma,0mIAWTIXUP9Os5RBXKclO6,David Guetta,Love Don't Let Me Go,history,ds001_seed_table,423,10,1.0,1.0,house,house,1,not_applicable_ds001
ds001_seed_000424,H8Af7xwZsoADgH4o,14AI8Qt9giIa8uzek1I24O,Genesis,Home by the Sea,history,ds001_seed_table,424,25,2.5,2.5,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000425,H8uE66E05nQDf2ID,7AYZesFgO8XEXRVUhWo7zu,Natasha Bedingfield,I Bruise Easily,history,ds001_seed_table,425,25,2.5,2.5,pop,pop,1,not_applicable_ds001
ds001_seed_000426,HCKWgWHrV9Ww7rQe,27vuAmVFj4OJMDxFYaluTC,Aerosmith,Draw the Line,history,ds001_seed_table,426,10,1.0,1.0,hard rock,hard rock,1,not_applicable_ds001
ds001_seed_000427,HDdHAn6CFbKOsme4,59P1nrdEImkAKa1nyW9X2e,The War on Drugs,Pain,history,ds001_seed_table,427,25,2.5,2.5,rock,rock,1,not_applicable_ds001
ds001_seed_000428,HE92iL2bGIFxcRyO,1EOlxJCq3fXCIvqWJm1xrO,Imagination,Flashback,history,ds001_seed_table,428,25,2.5,2.5,soul,soul,1,not_applicable_ds001
ds001_seed_000429,HG7G1c3BETpkFJlv,6d2UQWWWZj3k4BE6WcN4IT,Queen,Stone Cold Crazy - Remastered 2011,history,ds001_seed_table,429,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000430,HIlRo75omh4hFvqg,7HjipY3Vy2HAN11D2juKHT,The Police,Next To You,history,ds001_seed_table,430,10,1.0,1.0,rock,rock,1,not_applicable_ds001
ds001_seed_000431,HLmjvoUyp1RMnP1X,09Nck1nvRcg1Y14SNfWwtJ,Bob Marley & The Wailers,Waiting In Vain,history,ds001_seed_table,431,25,2.5,2.5,reggae,reggae,1,not_applicable_ds001
ds001_seed_000432,HNN3N9MY2Okf4kfQ,40IHflbrHcOuC8ZcYxUSAC,ABBA,One of Us,history,ds001_seed_table,432,50,5.0,5.0,pop,pop,1,not_applicable_ds001
ds001_seed_000433,HP98eSvtDiTt4YnS,3SGP8It5WDnCONyApJKRTJ,Queen,Who Wants To Live Forever - Remastered 2011,history,ds001_seed_table,433,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000434,HYaJGGtzxzuE7vKm,798M8UpxnEqKotUBuiDqhR,Aerosmith,Falling In Love (Is Hard on the Knees),history,ds001_seed_table,434,10,1.0,1.0,hard rock,hard rock,1,not_applicable_ds001
ds001_seed_000435,HaAACyAQ1XiE1F7k,5fnOrhQ4KgT5irGCjIccGH,Christopher Cross,Arthur's Theme (Best That You Can Do),history,ds001_seed_table,435,25,2.5,2.5,soundtrack,80s,1,not_applicable_ds001
ds001_seed_000436,HhnTUIZ040LnpSZm,5DH7nDryMhpixm4G4B7RP9,Billy Joel,The Longest Time,history,ds001_seed_table,436,50,5.0,5.0,pop,80s,1,not_applicable_ds001
ds001_seed_000437,HiaLsMh0qIaQS6uD,3kETGXBpOCSESrSOEf6P84,Toto,I'll Supply The Love,history,ds001_seed_table,437,10,1.0,1.0,rock,rock,1,not_applicable_ds001
ds001_seed_000438,HktJkg6VWOXdtLP7,4I87004AuztqZ2YEV1vVP9,Steely Dan,Pretzel Logic,history,ds001_seed_table,438,10,1.0,1.0,classic rock,70s,1,not_applicable_ds001
ds001_seed_000439,HotcSdkGUELRcX6L,2hjAc6x8EoSLhGxRNg8KEw,Van Morrison,Crazy Love,history,ds001_seed_table,439,10,1.0,1.0,singer-songwriter,singer-songwriter,1,not_applicable_ds001
ds001_seed_000440,Hq0QhxUc9fX0KS8a,68O1r5xQADu0JjvBibg9zN,Marc Almond,Something's Gotten Hold Of My Heart,history,ds001_seed_table,440,25,2.5,2.5,singer-songwriter,80s,1,not_applicable_ds001
ds001_seed_000441,Hwr2HshqIlBI18QT,4wBls5EkreWBeADdiavNp6,Sting,We'll Be Together,history,ds001_seed_table,441,10,1.0,1.0,pop,pop,1,not_applicable_ds001
ds001_seed_000442,I1I4HVgdOs6IYwM8,1cAMXz9mnvrqyQLSG4KeeE,Pearl Jam,Lightning Bolt,history,ds001_seed_table,442,25,2.5,2.5,rock,rock,1,not_applicable_ds001
ds001_seed_000443,I1pSxNyb31c7r0x3,6BKVev5kACyEaolcJkaUbz,Roxy Music,Dance Away,history,ds001_seed_table,443,25,2.5,2.5,rock,70s,1,not_applicable_ds001
ds001_seed_000444,I1wFOxXnSQZnJls1,1SDiiE3v2z89VxC3aVRKHQ,Led Zeppelin,Since I've Been Loving You - Remastered,history,ds001_seed_table,444,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000445,I4K6JnNLqokHodf7,0VNzEY1G4GLqcNx5qaaTl6,Don McLean,Vincent,history,ds001_seed_table,445,25,2.5,2.5,folk,70s,1,not_applicable_ds001
ds001_seed_000446,I4khj5ZrQOLaKyMH,5kl4Y5XymsUCl98GM7dgab,Tomaso Albinoni,Adagio in G minor,history,ds001_seed_table,446,10,1.0,1.0,classical,classical,1,not_applicable_ds001
ds001_seed_000447,I7oX8RiRxVqR6jJ8,35YyxFpE0ZTOoqFx5bADW8,Radiohead,Nude,history,ds001_seed_table,447,25,2.5,2.5,alternative rock,alternative,1,not_applicable_ds001
ds001_seed_000448,IACQiDKiLeAkdSAR,4mVLzFbc3gaCoWCEENLouc,Pet Shop Boys,Domino Dancing,history,ds001_seed_table,448,10,1.0,1.0,pop,80s,1,not_applicable_ds001
ds001_seed_000449,IAzZGYyHfsmexzGi,3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,Unwritten,history,ds001_seed_table,449,84,8.385714,8.385714,pop,pop,1,not_applicable_ds001
ds001_seed_000450,IB9MyE0lfsWtmgng,6J18r0R7rQFuZ4hiRW4P4W,Miles Davis,So What,history,ds001_seed_table,450,16,1.6,1.6,jazz,jazz,1,not_applicable_ds001
ds001_seed_000451,IJRqAdaBcOo7tdJK,1wrT33b6HuKlpk9ziscEUY,Rod Stewart,Baby Jane,history,ds001_seed_table,451,10,1.0,1.0,rock,rock,1,not_applicable_ds001
ds001_seed_000452,IO05MYQDzedyruwW,225xvV8r1yKMHErSWivnow,Aerosmith,I Don't Want to Miss a Thing,history,ds001_seed_table,452,10,1.0,1.0,rock,rock,1,not_applicable_ds001
ds001_seed_000453,IQHIVdQXeQ7dk3So,3UDmHZcBTQp8Iu8droNtUl,The Beatles,Revolution,history,ds001_seed_table,453,50,5.0,5.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000454,IQqpu6My1rODvu2V,5jgi5nSS1ciTvvJOWCN6VJ,Pet Shop Boys,Two Divided By Zero - 2018 Remastered Version,history,ds001_seed_table,454,25,2.5,2.5,synthpop,synthpop,1,not_applicable_ds001
ds001_seed_000455,IS7OB7FYttexoOWV,2DnJjbjNTV9Nd5NOa1KGba,Carly Simon,You're So Vain,history,ds001_seed_table,455,25,2.5,2.5,pop,70s,1,not_applicable_ds001
ds001_seed_000456,IUAlcJoRuLAdxLY5,2NrqjA3YUfNuZcmQzE2EJe,Joe Satriani,Flying in a Blue Dream,history,ds001_seed_table,456,10,1.0,1.0,instrumental rock,guitar virtuoso,1,not_applicable_ds001
ds001_seed_000457,IYI6RFvYIFFg9Mi7,7uv632EkfwYhXoqf8rhYrg,Massive Attack,Angel,history,ds001_seed_table,457,15,1.5,1.5,electronic,trip-hop,1,not_applicable_ds001
ds001_seed_000458,IYZSS2Q4LKAnqtHF,7HIxje7YI8IRqMS8HsEYOg,Yes,Hold On,history,ds001_seed_table,458,25,2.5,2.5,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000459,IbtcQzuTbvqXKWIZ,4xSDpJJNXAUis65Ogl7f7i,Queen,Coming Soon - Remastered 2011,history,ds001_seed_table,459,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000460,IgQT25VkuSrkKXEX,6Q8MVZbQHD8oTJyQ6tujxx,Aerosmith,Sweet Emotion,history,ds001_seed_table,460,41,4.1,4.1,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000461,IhzGTJhOA1xd7u9r,6jtctBYvybxCAmlg7nT6CS,Queen,Fun It - Remastered 2011,history,ds001_seed_table,461,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000462,InJ3WNRwyfyyKmlK,3Dl4oQ169dnLsRuoKuegH3,Aerosmith,Crazy,history,ds001_seed_table,462,30,3.0,3.0,rock,rock,1,not_applicable_ds001
ds001_seed_000463,IplMWxP6Fa7h6nj5,07ABETRdek3ACMpRPvQuaT,Pet Shop Boys,Always on My Mind,history,ds001_seed_table,463,10,1.0,1.0,pop,80s,1,not_applicable_ds001
ds001_seed_000464,ItTaMsmsn5tsoTw6,2jrc5wSJd4NYsewjDsoNEa,Ernesto Cortazar,Beethoven's Silence,history,ds001_seed_table,464,10,1.0,1.0,classical,piano,1,not_applicable_ds001
ds001_seed_000465,IynO8e7OJsP612VE,4QySZtWymRGNgrwxZOODKF,Boston,Don't Look Back,history,ds001_seed_table,465,25,2.5,2.5,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000466,Iz9KAdbLm6cImLUj,58zZvqjTZdm98YhZXvsATa,Simply Red,For Your Babies,history,ds001_seed_table,466,25,2.5,2.5,pop,pop,1,not_applicable_ds001
ds001_seed_000467,J64mKz6g4GKa2m5i,2R3E4xKmy7lyieBKONkIMT,Toto,99,history,ds001_seed_table,467,10,1.0,1.0,rock,rock,1,not_applicable_ds001
ds001_seed_000468,J8DTXfiHpy2f8xxJ,4MHQMv9mMV6Bf8F4B702WR,Bob Marley & The Wailers,Guiltiness,history,ds001_seed_table,468,25,2.5,2.5,reggae,reggae,1,not_applicable_ds001
ds001_seed_000469,JCTvFQkhLwJPePYM,1KxNmUInjFsoDFrLaTtpLZ,Boston,Something About You,history,ds001_seed_table,469,25,2.5,2.5,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000470,JFB2njxTpsH0yJik,5js1JJOAkR5KwlifBpvHMN,Queen,These Are The Days Of Our Lives - 2011 Remaster,history,ds001_seed_table,470,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000471,JHJusOYsaL3zLGtA,3KdNyeEZPSND2Eii1O2lNf,Moby,Everloving,history,ds001_seed_table,471,5,0.5,0.5,electronic,chillout,1,not_applicable_ds001
ds001_seed_000472,JHoYZFnNegHNiSh3,0Z3xhSOhrawLV81YdiDiiJ,Shocking Blue,Venus,history,ds001_seed_table,472,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000473,JJTb1jsGHS2qkXUA,5uuJruktM9fMdN9Va0DUMl,Wild Cherry,Play That Funky Music,history,ds001_seed_table,473,10,1.0,1.0,funk,funk,1,not_applicable_ds001
ds001_seed_000474,JLJS9OAC2UnkSSUO,4w2lSUBDCLp8Tskl95xNAU,Moby,Flower,history,ds001_seed_table,474,5,0.5,0.5,electronic,electronic,1,not_applicable_ds001
ds001_seed_000475,JTbvJI8lNUTib1O5,0q6kL6JEfoGbozD1rjG7NY,Rush,Mission,history,ds001_seed_table,475,50,5.0,5.0,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000476,JUFuEePEQX3FDtIu,6h6Ccbgvhibl2XQ0SQNR70,Texas,Say What You Want,history,ds001_seed_table,476,10,1.0,1.0,pop,pop,1,not_applicable_ds001
ds001_seed_000477,JWdeGYAAQ4OlyfLH,0AqjkVFqa1ujle4Lb1k9wR,Led Zeppelin,The Ocean,history,ds001_seed_table,477,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000478,JYc7HZ1w3ShYS8ij,0bcrOUFQTXyJCC1lT2xfWI,Loretta Goggi,Maledetta primavera,history,ds001_seed_table,478,25,2.5,2.5,pop,female vocalists,1,not_applicable_ds001
ds001_seed_000479,JZrvucFQ56izpI9f,6Pq9MmkDQYZiiCDpxnvrf6,The Beatles,I Am the Walrus,history,ds001_seed_table,479,50,5.0,5.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000480,JcNb61ftSGRdgcgj,0odIT9B9BvOCnXfS0e4lB5,Kim Carnes,Bette Davis Eyes,history,ds001_seed_table,480,10,1.0,1.0,pop,80s,1,not_applicable_ds001
ds001_seed_000481,JjRXUBWaA0I7JZ4t,7G7tgVYORlDuVprcYHuFJh,Crowded House,Don't Dream It's Over,history,ds001_seed_table,481,10,1.0,1.0,pop,80s,1,not_applicable_ds001
ds001_seed_000482,JlfSEFOyxMZ8v1U5,7F02x6EKYIQV3VcTaTm7oN,Pink Floyd,Hey You,history,ds001_seed_table,482,25,2.5,2.5,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000483,JsPFhWC8J3GI27i8,32Gf5A7Hr8RdgggXG0Fdks,Bryan Adams,18 Til I Die,history,ds001_seed_table,483,10,1.0,1.0,rock,rock,1,not_applicable_ds001
ds001_seed_000484,K01Mxf5XW4k9jAIt,0hCB0YR03f6AmQaHbwWDe8,Led Zeppelin,Whole Lotta Love,history,ds001_seed_table,484,50,5.0,5.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000485,K1Xzhq69YX1lsrnJ,2TjnCxxQRYn56Ye8gkUKiW,Eagles,Desperado,history,ds001_seed_table,485,25,2.5,2.5,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000486,K2InLHoJqZgf5Opi,1H7gMYGykdtwZOV6s1N0by,The Beatles,Norwegian Wood (This Bird Has Flown),history,ds001_seed_table,486,50,5.0,5.0,classic rock,60s,1,not_applicable_ds001
ds001_seed_000487,K2hcHjmxFNd4LsdV,4DWRhnsa7MAVr4meyed1EF,Suzanne Vega,Gypsy,history,ds001_seed_table,487,25,2.5,2.5,folk,female vocalists,1,not_applicable_ds001
ds001_seed_000488,K6qx6AHu6FsvN02I,628RVPULYzx6bvh8uf0Msn,Kate Bush,Oh to Be in Love,history,ds001_seed_table,488,25,2.5,2.5,singer-songwriter,female vocalists,1,not_applicable_ds001
ds001_seed_000489,K7CpcNcgCqVijONC,39lSeqnyjZJejRuaREfyLL,Duran Duran,Hungry Like the Wolf,history,ds001_seed_table,489,10,1.0,1.0,new wave,80s,1,not_applicable_ds001
ds001_seed_000490,KCEKeQJHuiAz7167,3lh3iiiJeiBXHSZw6u0kh6,Van Morrison,Moondance,history,ds001_seed_table,490,25,2.5,2.5,jazz,jazz,1,not_applicable_ds001
ds001_seed_000491,KFmGFHnycg35foz1,7sqK6f8dHVx3Q1GjFrVyGl,Frankie Valli & the Four Seasons,Sherry,history,ds001_seed_table,491,10,1.0,1.0,pop,oldies,1,not_applicable_ds001
ds001_seed_000492,KLgyNINS1nq7SYAW,4yugZvBYaoREkJKtbG08Qr,Eagles,Take It Easy,history,ds001_seed_table,492,25,2.5,2.5,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000493,KMSrOJCYth9QDnee,7jSQaXLzpLHjSQTev2krvT,Thomas Newman,Nemo Egg (Main Title),history,ds001_seed_table,493,10,1.0,1.0,soundtrack,soundtrack,1,not_applicable_ds001
ds001_seed_000494,KMjtAl1ATUo8fcUT,6AYOo1nHXrlavSQwNW1HIV,Gianluca Grignani,Destinazione Paradiso,history,ds001_seed_table,494,10,1.0,1.0,pop,italian,1,not_applicable_ds001
ds001_seed_000495,KNMcl1RPY0WzBsbT,2aoo2jlRnM3A0NyLQqMN2f,Jimi Hendrix,All Along the Watchtower,history,ds001_seed_table,495,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000496,KQMuTGMVH2A1QkyQ,6lbme14HiDWYmGiw1I2Dv6,Ten Sharp,You,history,ds001_seed_table,496,25,2.5,2.5,pop,pop,1,not_applicable_ds001
ds001_seed_000497,KQpn53Igw9yNTF28,0QtL2ONAn6cSamg6vzvGI7,Genesis,Watcher of the Skies,history,ds001_seed_table,497,25,2.5,2.5,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000498,KVNTAVj6n3JYvD62,0gzqZ9d1jIKo9psEIthwXe,U2,Beautiful Day,history,ds001_seed_table,498,25,2.5,2.5,rock,rock,1,not_applicable_ds001
ds001_seed_000499,KW5NQ5oDNsWTSSu8,0fYRpAY5J1jDTxcJjnKlb0,Rush,Best I Can,history,ds001_seed_table,499,25,2.5,2.5,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000500,Kn7WCJuA850A7yiq,0QKMpeUWAGPg8165wmah1T,Bryan Ferry,Kiss and Tell,history,ds001_seed_table,500,25,2.5,2.5,pop,80s,1,not_applicable_ds001
ds001_seed_000501,Kseh4HWpjnj6yp97,1IhLUUzMxDDJ9pzfT95exy,Queen,Seven Seas Of Rhye - Remastered 2011,history,ds001_seed_table,501,20,2.0,2.0,hard rock,hard rock,1,not_applicable_ds001
ds001_seed_000502,L7wVq5tQ3RgJUIih,3or3oEITvJmMwZRYeWSaen,Ultravox,Dancing With Tears in My Eyes,history,ds001_seed_table,502,25,2.5,2.5,new wave,80s,1,not_applicable_ds001
ds001_seed_000503,LBTK9Hkd44lksHZJ,3UiRZgwVslj8NkkSYJuHHD,Frank Zappa,Apostrophe',history,ds001_seed_table,503,25,2.5,2.5,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000504,LEJM0X49P2ctc8Pw,2kKNeapwCHUUvMhmAOGce6,Dire Straits,Where Do You Think You're Going,history,ds001_seed_table,504,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000505,LFy7e4MyG6iK6wdd,2gTj9PRAEFMpqsRNphO1k7,INXS,New Sensation,history,ds001_seed_table,505,35,3.5,3.5,rock,80s,1,not_applicable_ds001
ds001_seed_000506,LGqB2vDEBsIZsPi1,1HNkqx9Ahdgi1Ixy2xkKkL,Ed Sheeran,Photograph,history,ds001_seed_table,506,25,2.5,2.5,pop,love at first listen,1,not_applicable_ds001
ds001_seed_000507,LH70VIradki18t0B,3AUpYeScJOpYf8psTIz62l,Supertramp,Lord Is It Mine - 2010 Remastered,history,ds001_seed_table,507,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000508,LNz20W3npgeBSPNJ,0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,history,ds001_seed_table,508,25,2.5,2.5,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000509,LP8SxUB1bOG1Ra3P,1aOzDhi5a1RWWRy5dmYA8I,The Beatles,Revolution 1,history,ds001_seed_table,509,50,5.0,5.0,classic rock,60s,1,not_applicable_ds001
ds001_seed_000510,LUnFHqkwWRUsvMAV,6yVnpVWuT3NdhAmQe05T33,Dire Straits,Wild West End,history,ds001_seed_table,510,25,2.5,2.5,rock,rock,1,not_applicable_ds001
ds001_seed_000511,LXceiUY7PECR4GYm,2knr7ikPt4l7bk92qS4ZXW,Loreen,Heal,history,ds001_seed_table,511,10,1.0,1.0,pop,female vocalists,1,not_applicable_ds001
ds001_seed_000512,LYNSD4CpfXCDr2jr,26R3e7bjY6e9dlgghide8L,The Police,Tea In The Sahara,history,ds001_seed_table,512,25,2.5,2.5,rock,80s,1,not_applicable_ds001
ds001_seed_000513,LbCjGeSeCpu8XfxH,4PqGEhQlHBczN9hBbui8eY,Supertramp,Even In The Quietest Moments,history,ds001_seed_table,513,25,2.5,2.5,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000514,LdA0m0zGPIx4Z1n9,2P0x26YpGzXDddtQEc171e,Rush,Marathon,history,ds001_seed_table,514,50,5.0,5.0,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000515,LhDCzy5tOHMbkxCN,4w55wTh9ZbVgD9YC5Z4pZZ,Wet Wet Wet,Wishing I Was Lucky,history,ds001_seed_table,515,10,1.0,1.0,pop,pop,1,not_applicable_ds001
ds001_seed_000516,LnefWqGANx8ToPTV,0z0JSkE5Nw3i3nin3BBSuG,Laid Back,Sunshine Reggae,history,ds001_seed_table,516,10,1.0,1.0,reggae,reggae,1,not_applicable_ds001
ds001_seed_000517,LnwO98D96QcntAjT,6RJK553YhstRzyKA4mug09,The Box Tops,The Letter,history,ds001_seed_table,517,25,2.5,2.5,classic rock,60s,1,not_applicable_ds001
ds001_seed_000518,LubUCb7g2IU0IjqQ,5xGsNXXTu545MWoeuFfjxT,Bryan Adams,It's Only Love,history,ds001_seed_table,518,25,2.5,2.5,rock,rock,1,not_applicable_ds001
ds001_seed_000519,Lv9cgvnFwQVZ06hv,2CwMxEXxMiLRrKPLjQLmne,U2,New Year's Day,history,ds001_seed_table,519,25,2.5,2.5,rock,rock,1,not_applicable_ds001
ds001_seed_000520,LvmNHcQaS5BEHvgP,1w4nQLhcPL9ivYz2TY3Lji,Ricchi e poveri,Mamma maria,history,ds001_seed_table,520,20,2.0,2.0,disco,italiano,1,not_applicable_ds001
ds001_seed_000521,LwENT6TTHg9ggSDR,6JFfOp1LTXnyDCTfHlOc9j,Chris Rea,Josephine,history,ds001_seed_table,521,25,2.5,2.5,soft rock,soft rock,1,not_applicable_ds001
ds001_seed_000522,LxIeACNx62Nkf7BV,5umoZmJLW98rlImZulfLp5,Trevor Jones,The Kiss,history,ds001_seed_table,522,10,1.0,1.0,soundtrack,soundtrack,1,not_applicable_ds001
ds001_seed_000523,LxYyk76cdZniz5s5,0UzsDmdpw0Q14KU4hieQss,Craig David,Fill Me In,history,ds001_seed_table,523,25,2.5,2.5,pop,rnb,1,not_applicable_ds001
ds001_seed_000524,LxmqIXzXP8BhwH8w,1cPcbT9kuGAMCAwI9W8vAL,Simply Red,Fairground,history,ds001_seed_table,524,50,5.0,5.0,pop,pop,1,not_applicable_ds001
ds001_seed_000525,LzP99BdVv6boKTkj,5QuQFz3QK3ILCpBgGHGss8,The Cars,Heartbeat City,history,ds001_seed_table,525,10,1.0,1.0,new wave,80s,1,not_applicable_ds001
